z,mol_u0,mol_u1
2.089159114637212600e+00,1.154761011285064365e+00,3.819120383340268154e-01
2.120575041173110353e+00,1.173070071198272446e+00,4.036394173100423810e-01
2.151990967709008551e+00,1.191212128370302326e+00,4.259458840059192064e-01
2.183406894244906304e+00,1.209189904429476714e+00,4.488093012642796475e-01
2.214822820780804058e+00,1.227003040063306738e+00,4.722037800483474546e-01
2.246238747316702256e+00,1.244648430461369859e+00,4.961001965006524017e-01
2.277654673852600009e+00,1.262120572798846263e+00,5.204667617852761774e-01
2.309070600388498207e+00,1.279411916040466002e+00,5.452696161836319000e-01
2.340486526924395960e+00,1.296513204009589026e+00,5.704734226087616600e-01
2.371902453460293714e+00,1.313413803820034698e+00,5.960419390129680917e-01
2.403318379996191911e+00,1.330102013202841604e+00,6.219385536726006469e-01
2.434734306532089665e+00,1.346565341804639937e+00,6.481267717142126239e-01
2.466150233067987863e+00,1.362790763056712873e+00,6.745706452644690820e-01
2.497566159603885616e+00,1.378764934621121485e+00,7.012351431170174010e-01
2.528982086139783370e+00,1.394474386654536824e+00,7.280864587430072588e-01
2.560398012675681567e+00,1.409905678162340248e+00,7.550922578162897469e-01
2.591813939211579321e+00,1.425045522537749854e+00,7.822218682090446018e-01
2.623229865747477518e+00,1.439880884001218719e+00,8.094464166941220951e-01
2.654645792283375272e+00,1.454399047091863961e+00,8.367389174356271164e-01
2.686061718819273469e+00,1.468587661638205866e+00,8.640743178323444518e-01
2.717477645355171223e+00,1.482434765774969909e+00,8.914295074702180965e-01
2.748893571891068976e+00,1.495928789600704079e+00,9.187832959050038495e-01
2.780309498426967174e+00,1.509058542010265791e+00,9.461163647908691354e-01
2.811725424962864928e+00,1.521813183107149081e+00,9.734111995429985953e-01
2.843141351498763125e+00,1.534182184420589401e+00,1.000652005311592152e+00
2.874557278034660879e+00,1.546155278936053978e+00,1.027824611582832226e+00
2.905973204570558632e+00,1.557722402707093501e+00,1.054916369234753848e+00
2.937389131106456830e+00,1.568873629561236216e+00,1.081916043382212145e+00
2.968805057642354583e+00,1.579599100150188784e+00,1.108813704860563298e+00
3.000220984178252781e+00,1.589888946330708208e+00,1.135600622733892173e+00
3.031636910714150535e+00,1.599733211601217286e+00,1.162269159779094396e+00
3.063052837250048288e+00,1.609121768063139113e+00,1.188812672498251510e+00
3.094468763785946486e+00,1.618044230126262084e+00,1.215225416852465656e+00
3.125884690321844239e+00,1.626489864934294260e+00,1.241502460593421509e+00
3.157300616857742437e+00,1.634447499248896429e+00,1.267639602795486820e+00
3.188716543393640190e+00,1.641905422295615757e+00,1.293633300961257282e+00
3.220132469929537944e+00,1.648851283839651627e+00,1.319480605886354185e+00
3.251548396465436142e+00,1.655271986518524363e+00,1.345179104323445562e+00
3.282964323001333895e+00,1.661153571206161361e+00,1.370726869379005786e+00
3.314380249537232093e+00,1.666481093910938682e+00,1.396122418507071083e+00
3.345796176073129846e+00,1.671238492408967380e+00,1.421364678929956327e+00
3.377212102609027600e+00,1.675408440471437777e+00,1.446452960314692504e+00
3.408628029144925797e+00,1.678972187146032580e+00,1.471386934564218318e+00
3.440043955680823551e+00,1.681909378078513040e+00,1.496166622643465782e+00
3.471459882216721748e+00,1.684197855287662415e+00,1.520792388452695265e+00
3.502875808752619502e+00,1.685813431104223215e+00,1.545264939885600652e+00
3.534291735288517700e+00,1.686729631112431571e+00,1.569585337371640410e+00
3.565707661824415453e+00,1.686917399838743670e+00,1.593755010407218675e+00
3.597123588360313207e+00,1.686344761546260118e+00,1.617775782839009358e+00
3.628539514896211404e+00,1.684976426720105724e+00,1.641649907990123003e+00
3.659955441432109158e+00,1.682773332538217925e+00,1.665380115138679784e+00
3.691371367968007355e+00,1.679692102631464401e+00,1.688969669401929163e+00
3.722787294503905109e+00,1.675684407489077987e+00,1.712422447796461800e+00
3.754203221039802862e+00,1.670696201588638408e+00,1.735743035209714957e+00
3.785619147575701060e+00,1.664666806179823100e+00,1.758936845340840049e+00
3.817035074111598814e+00,1.657527796813473397e+00,1.782010273521594357e+00
3.848451000647497011e+00,1.649201640938010804e+00,1.804970890980289067e+00
3.879866927183394765e+00,1.639600011238006472e+00,1.827827693999710235e+00
3.911282853719292518e+00,1.628621671744008292e+00,1.850591427263697408e+00
3.942698780255190716e+00,1.616149790956793231e+00,1.873275009708037064e+00
3.974114706791088469e+00,1.602048470589294116e+00,1.895894105512641037e+00
4.005530633326986667e+00,1.586158174838365520e+00,1.918467906270126200e+00
4.036946559862884421e+00,1.568289576095169613e+00,1.941020229689621956e+00
4.068362486398782174e+00,1.548215048485664935e+00,1.963581108025652000e+00
4.099778412934679928e+00,1.525656545997979174e+00,1.986189158945703248e+00
4.131194339470578569e+00,1.500267715488929010e+00,2.008895244976034444e+00
4.162610266006476323e+00,1.471606462196688225e+00,2.031768308939066792e+00
4.194026192542374076e+00,1.439091105831785233e+00,2.054904939949076859e+00
4.225442119078271830e+00,1.401927327801305356e+00,2.078445321640303600e+00
4.256858045614169583e+00,1.358981383506929319e+00,2.102599723071091553e+00
4.288273972150068225e+00,1.308551113972804769e+00,2.127690455847063511e+00
4.319689898685965979e+00,1.247934689546342346e+00,2.154207474876480344e+00
4.351105825221863732e+00,1.172575728697355935e+00,2.182829011058204038e+00
4.382521751757761486e+00,1.074245547920578137e+00,2.214123276894019998e+00
4.413937678293659239e+00,9.368061961177707175e-01,2.246586238336077734e+00
4.445353604829557881e+00,7.256309077488488635e-01,2.267535109602962784e+00
4.476769531365455634e+00,3.658783556900123135e-01,2.223466408540246242e+00
4.508185457901353388e+00,-2.438970857783984980e-01,2.005888411975195851e+00
4.539601384437251141e+00,-1.034323560973338774e+00,1.628331710762888518e+00
4.571017310973148895e+00,-1.746120089831710631e+00,1.251212345179585128e+00
4.602433237509047537e+00,-2.236956452096845016e+00,9.609570537981558802e-01
4.633849164044945290e+00,-2.521912889921706924e+00,7.548565227455751314e-01
4.665265090580843044e+00,-2.669636184745112661e+00,5.997661061499871549e-01
4.696681017116740797e+00,-2.738225744846395582e+00,4.670117259565153556e-01
4.728096943652638551e+00,-2.762233880583359280e+00,3.391468822288299378e-01
4.759512870188537192e+00,-2.759140644756530314e+00,2.073904656380004263e-01
4.790928796724434946e+00,-2.737376805721223327e+00,6.834922470791687799e-02
4.822344723260332700e+00,-2.701505376854087981e+00,-7.804801056409635396e-02
4.853760649796230453e+00,-2.654848175368847318e+00,-2.296421966774155610e-01
4.885176576332128207e+00,-2.600523327592202616e+00,-3.827824605137634117e-01
4.916592502868026848e+00,-2.541630116272138196e+00,-5.330805427232400140e-01
4.948008429403924602e+00,-2.481045975187234021e+00,-6.762343858261803398e-01
4.979424355939822355e+00,-2.421136315898588798e+00,-8.087576719808332593e-01
5.010840282475720109e+00,-2.363560836926462017e+00,-9.284199149587041289e-01
5.042256209011617862e+00,-2.309246233989982411e+00,-1.034320191929619215e+00
5.073672135547516504e+00,-2.258500134205185361e+00,-1.126668042336111508e+00
5.105088062083414258e+00,-2.211194399031990443e+00,-1.206424231067202424e+00
5.136503988619312011e+00,-2.166948608873711990e+00,-1.274941603027570425e+00
5.167919915155209765e+00,-2.125253764341120899e+00,-1.333676816336427651e+00
5.199335841691108406e+00,-2.085618598843433258e+00,-1.384036691722158707e+00
5.230751768227006160e+00,-2.047596471899196136e+00,-1.427275492466486329e+00
5.262167694762903913e+00,-2.010798826555088237e+00,-1.464459550405640798e+00
5.293583621298801667e+00,-1.974907650977015372e+00,-1.496474465069798532e+00
5.324999547834699420e+00,-1.939669563958552390e+00,-1.524044767225421815e+00
5.356415474370598062e+00,-1.904873501264243041e+00,-1.547753373760035078e+00
5.387831400906495816e+00,-1.870353034589312236e+00,-1.568072247287367604e+00
5.419247327442393569e+00,-1.835978043569809648e+00,-1.585384831260850280e+00
5.450663253978291323e+00,-1.801647238597542167e+00,-1.600004500891581971e+00
5.482079180514189076e+00,-1.767282356462695825e+00,-1.612189498190322423e+00
5.513495107050087718e+00,-1.732823422362099741e+00,-1.622154629850556029e+00
5.544911033585985471e+00,-1.698225123042199414e+00,-1.630080420914245654e+00
5.576326960121883225e+00,-1.663454049590696426e+00,-1.636120249559015916e+00
5.607742886657780979e+00,-1.628486496665722427e+00,-1.640405861383094965e+00
5.639158813193678732e+00,-1.593306714182293415e+00,-1.643051650137154152e+00
5.670574739729577374e+00,-1.557905690220033668e+00,-1.644158076330762386e+00
5.701990666265475127e+00,-1.522280014585808638e+00,-1.643814281081492634e+00
5.733406592801372881e+00,-1.486431070388742670e+00,-1.642100200172476931e+00
5.764822519337270634e+00,-1.450364328186216412e+00,-1.639088225405395560e+00
5.796238445873168388e+00,-1.414088791169019199e+00,-1.634844545347298173e+00
5.827654372409067030e+00,-1.377616452977619588e+00,-1.629430188889936959e+00
5.859070298944964783e+00,-1.340961926534543158e+00,-1.622901903657679501e+00
5.890486225480862537e+00,-1.304142043001779827e+00,-1.615312830552111834e+00
5.921902152016760290e+00,-1.267175444659403682e+00,-1.606713022966252069e+00
5.953318078552658044e+00,-1.230082372074439601e+00,-1.597149923864113585e+00
5.984734005088556685e+00,-1.192884302642077454e+00,-1.586668678073225536e+00
6.016149931624454439e+00,-1.155604949957492966e+00,-1.575312919879245044e+00
6.047565858160352192e+00,-1.118268300245880420e+00,-1.563124257276510498e+00
6.078981784696249946e+00,-1.080897431264731479e+00,-1.550142042695111355e+00
6.110397711232147699e+00,-1.043515519988608364e+00,-1.536403996077351453e+00
6.141813637768046341e+00,-1.006145623818932577e+00,-1.521946281318112826e+00
6.173229564303944095e+00,-9.688104771306438323e-01,-1.506803556091148133e+00
6.204645490839841848e+00,-9.315323044943754072e-01,-1.491009001781921528e+00
6.236061417375739602e+00,-8.943326511482166952e-01,-1.474594339124323250e+00
6.267477343911637355e+00,-8.572322312382217868e-01,-1.457589834422568398e+00
