accepted,dt,dt_cfl,err,limiter,t
0,0.010560874882409107,0.010560874882409107,4.132370233033805,CFL,0.0
1,0.005923012720968606,0.010560874882409107,0.5987794800446065,adapter,0.0
1,0.006324548663516579,0.010548045831278333,0.7088565442492113,adapter,0.005923012720968606
1,0.006383897866182983,0.010534961178740218,0.691283553460533,adapter,0.012247561384485184
1,0.006497949994150817,0.010521258868233878,0.6839806989997568,adapter,0.018631459250668166
1,0.006637495791477345,0.010507698632027855,0.6720977341127613,adapter,0.025129409244818983
1,0.006819763137268057,0.010493655623473692,0.6601196695278211,adapter,0.031766905036296325
1,0.007049163373092873,0.010479270232083657,0.6510867129377924,adapter,0.03858666817356438
1,0.007319821230826153,0.01046466841694113,0.6474058242721696,adapter,0.045635831546657256
1,0.007615249146775656,0.010449048681115505,0.6509016813332166,adapter,0.05295565277748341
1,0.007908391517746704,0.01043314743614728,0.6560925982575153,adapter,0.06057090192425907
1,0.008191101200462658,0.010416715472393994,0.6609664708072283,adapter,0.06847929344200578
1,0.008463012674602139,0.01039934840307419,0.6566248454495992,adapter,0.07667039464246843
1,0.008763179955577403,0.010381632163033928,0.659187795559703,adapter,0.08513340731707057
1,0.009062218312190203,0.010363456974356451,0.6597305325508119,adapter,0.09389658727264798
1,0.009368890615003596,0.010344627033777235,0.6596652995670129,adapter,0.10295880558483818
1,0.009686260203777207,0.010324928474056538,0.6602432140245093,adapter,0.11232769619984177
1,0.010011457900376183,0.010304681682521277,0.6593826724805879,adapter,0.12201395640361898
1,0.010283839451353041,0.010283839451353041,0.6479050634952334,CFL,0.13202541430399517
1,0.01026248786106343,0.01026248786106343,0.5763061967669837,CFL,0.1423092537553482
1,0.010241231583183484,0.010241231583183484,0.5179582065701804,CFL,0.15257174161641163
1,0.010220070456772886,0.010220070456772886,0.4639248176827506,CFL,0.16281297319959512
1,0.01019900430338854,0.01019900430338854,0.41742691349983774,CFL,0.173033043656368
1,0.010178032931282435,0.010178032931282435,0.41105804881629604,CFL,0.18323204795975656
1,0.010157004090729668,0.010157004090729668,0.34092302041344014,CFL,0.193410080891039
1,0.010135984754958936,0.010135984754958936,0.36267725896355213,CFL,0.20356708498176868
1,0.010115059476121584,0.010115059476121584,0.2836171992976521,CFL,0.21370306973672762
1,0.01009422789992996,0.01009422789992996,0.2648605862166136,CFL,0.22381812921284922
1,0.010073489670090464,0.010073489670090464,0.23533151079940356,CFL,0.23391235711277916
1,0.01005284443162082,0.01005284443162082,0.2193671400345407,CFL,0.24398584678286964
1,0.010032291834154222,0.010032291834154222,0.19801520179198703,CFL,0.25403869121449046
1,0.010011831535268554,0.010011831535268554,0.19030499512352755,CFL,0.2640709830486447
1,0.009991463203880675,0.009991463203880675,0.16908903136407327,CFL,0.27408281458391326
1,0.009971186523747802,0.009971186523747802,0.16000880149170799,CFL,0.2840742777877939
1,0.009951001197120847,0.009951001197120847,0.14761453842924308,CFL,0.2940454643115417
1,0.009930668383991089,0.009930668383991089,0.14060510540734455,CFL,0.30399646550866255
1,0.009910422776227376,0.009910422776227376,0.12794119143995938,CFL,0.31392713389265364
1,0.009890266456399996,0.009890266456399996,0.12803753128451556,CFL,0.32383755666888103
1,0.009870199011653364,0.009870199011653364,0.11276491726539901,CFL,0.33372782312528104
1,0.009850220054870091,0.009850220054870091,0.1290957576778174,CFL,0.3435980221369344
1,0.009830329228864173,0.009830329228864173,0.100853525734482,CFL,0.3534482421918045
1,0.009810526210980696,0.009810526210980696,0.20375647035128014,CFL,0.36327857142066866
1,0.009790810718174524,0.009790810718174524,0.09249264779058475,CFL,0.3730890976316494
1,0.009771182512649662,0.009771182512649662,0.18235280078196245,CFL,0.3828799083498239
1,0.009751641408152045,0.009751641408152045,0.3567423889783118,CFL,0.3926510908624735
1,0.009732039784547732,0.009732039784547732,0.1026532830951284,CFL,0.40240273227062556
1,0.009712419084306001,0.009712419084306001,0.08500872069123987,CFL,0.4121347720551733
1,0.009692882262447071,0.009692882262447071,0.09139192819070428,CFL,0.42184719113947927
1,0.009673429041357913,0.009673429041357913,0.08331188751392854,CFL,0.43154007340192635
1,0.009654059207906645,0.009654059207906645,0.253311840751254,CFL,0.4412135024432843
1,0.00963477262253314,0.00963477262253314,0.1048223059976755,CFL,0.4508675616511909
1,0.00961556922960935,0.00961556922960935,0.11932755322601558,CFL,0.46050233427372406
1,0.009596449069275608,0.009596449069275608,0.621433430247284,CFL,0.4701179035033334
1,0.00957741229099541,0.00957741229099541,0.08884574295857582,CFL,0.47971435257260897
1,0.009558459169114526,0.009558459169114526,0.17502778247808154,CFL,0.4892917648636044
1,0.009539431126687682,0.009539431126687682,0.08812680793353665,CFL,0.4988502240327189
1,0.009520369498495074,0.009520369498495074,0.8111742344997792,CFL,0.5083896551594066
1,0.00918737826954089,0.009501387012634342,0.09873344997534726,adapter,0.5179100246579017
1,0.009483097628753516,0.009483097628753516,0.16647495252722502,CFL,0.5270974029274426
1,0.009464281049080417,0.009464281049080417,0.3216991557589665,CFL,0.5365805005561961
1,0.00944554510229815,0.00944554510229815,0.12646114860616628,CFL,0.5460447816052765
1,0.009426890634926261,0.009426890634926261,0.2934209905214675,CFL,0.5554903267075746
1,0.009408318749708336,0.009408318749708336,0.12055616230973615,CFL,0.5649172173425009
0,0.00938983084638633,0.00938983084638633,2.9174780516099297,CFL,0.5743255360922093
1,0.005914223677789296,0.00938983084638633,0.05891875127764104,adapter,0.5743255360922093
1,0.009377892270826662,0.009377892270826662,0.25684297230722875,CFL,0.5802397597699985
1,0.009359341820558304,0.009359341820558304,0.1752983703944324,CFL,0.5896176520408252
1,0.009340872983159304,0.009340872983159304,0.3018531824112949,CFL,0.5989769938613835
1,0.009322487721305582,0.009322487721305582,0.15736531167965626,CFL,0.6083178668445428
0,0.00930418846338114,0.00930418846338114,1.337673537802651,CFL,0.6176403545658484
1,0.007599837324815298,0.00930418846338114,0.5044345524950397,adapter,0.6176403545658484
1,0.008592348103610052,0.009289254396169446,0.1295575277970606,adapter,0.6252401918906637
1,0.009272160682184007,0.009272160682184007,0.3125805508628705,CFL,0.6338325399942738
1,0.009253839913402848,0.009253839913402848,0.2288197789248166,CFL,0.6431047006764579
1,0.009235605301358992,0.009235605301358992,0.24237892741564285,CFL,0.6523585405898608
1,0.009217460857794678,0.009217460857794678,0.3821490967115073,CFL,0.6615941458912198
1,0.009199411478497843,0.009199411478497843,0.2173612081213772,CFL,0.6708116067490144
0,0.009181463116418207,0.009181463116418207,1.5140365343064235,CFL,0.6800110182275123
1,0.007196294892063012,0.009181463116418207,0.45610115232833,adapter,0.6800110182275123
1,0.00841390759247984,0.009167132203387836,0.15680332578512673,adapter,0.6872073131195753
1,0.009150494455760612,0.009150494455760612,0.4032049453465756,CFL,0.6956212207120551
1,0.009132522737161025,0.009132522737161025,0.3181185091082485,CFL,0.7047717151678158
1,0.009114660502727962,0.009114660502727962,0.3250856267501279,CFL,0.7139042379049768
1,0.00909691804263339,0.00909691804263339,0.47345383976375194,CFL,0.7230188984077047
1,0.009079226655126131,0.009079226655126131,0.2953846244498658,CFL,0.7321158164503381
0,0.009061228447611138,0.009061228447611138,1.5995751929077695,CFL,0.7411950431054642
1,0.006973134399063624,0.009061228447611138,0.4478858408234231,adapter,0.7411950431054642
1,0.008202535163878819,0.009047381654344763,0.1875369981296131,adapter,0.7481681775045279
1,0.009031442219183027,0.009031442219183027,0.49838188521601323,CFL,0.7563707126684067
1,0.009013987445271238,0.009013987445271238,0.2972430803763376,CFL,0.7654021548875898
1,0.008996353540705168,0.008996353540705168,0.42155140733801416,CFL,0.774416142332861
1,0.008978589899141581,0.008978589899141581,0.46052273925623843,CFL,0.7834124958735662
1,0.008960985590687136,0.008960985590687136,0.3914865467343422,CFL,0.7923910857727078
0,0.008943567411814964,0.008943567411814964,2.3931255622087897,CFL,0.8013520713633949
1,0.00601771292228348,0.008943567411814964,0.4714093575243538,adapter,0.8013520713633949
1,0.006958910357752044,0.00893219434786075,0.1387661755210531,adapter,0.8073697842856784
1,0.00891833386202115,0.00891833386202115,0.5253239346784123,CFL,0.8143286946434305
1,0.008901098375111502,0.008901098375111502,0.48694640787421023,CFL,0.8232470285054516
1,0.008884141154697461,0.008884141154697461,0.5116881203707502,CFL,0.8321481268805632
0,0.008867103930384295,0.008867103930384295,4.623191214645222,CFL,0.8410322680352607
1,0.004790457845442369,0.008867103930384295,0.08098355377988449,adapter,0.8410322680352607
1,0.008857537560228041,0.008857537560228041,0.3653155601968698,CFL,0.8458227258807031
1,0.008840854019730228,0.008840854019730228,0.6126464281029872,CFL,0.8546802634409311
1,0.008823905015763547,0.008823905015763547,0.4401724602977934,CFL,0.8635211174606613
1,0.008806763799504827,0.008806763799504827,0.5644033892443744,CFL,0.8723450224764249
0,0.008790035164917224,0.008790035164917224,1.9811028763760983,CFL,0.8811517862759297
1,0.006298891280086877,0.008790035164917224,0.31970500507035726,adapter,0.8811517862759297
