z,hybrid_u0,hybrid_u1
3.063889972037805443e+00,1.617475512614629851e+00,1.196595974122801609e+00
3.109638380650635803e+00,1.630837384596105055e+00,1.235546985894940830e+00
3.155010424570269478e+00,1.643091852124841434e+00,1.273861414360435651e+00
3.199998745245630882e+00,1.654233859128180217e+00,1.311537800305320633e+00
3.244596559520067203e+00,1.664257460848233228e+00,1.348576271905491675e+00
3.288797626563785492e+00,1.673155581963837069e+00,1.384978399615490741e+00
3.332596213845690603e+00,1.680919776543217115e+00,1.420747081791550404e+00
3.375987062271064154e+00,1.687539981907512976e+00,1.455886450429105583e+00
3.418965350772148248e+00,1.693004260238637038e+00,1.490401791594687886e+00
3.461526660693527102e+00,1.697298522474303573e+00,1.524299478119496953e+00
3.503666940312638811e+00,1.700406229053543328e+00,1.557586913789797523e+00
3.545382469804275072e+00,1.702308061618985180e+00,1.590272489186950633e+00
3.586669826913971182e+00,1.702981558955352970e+00,1.622365549847101684e+00
3.627525853556011093e+00,1.702400709280029290e+00,1.653876377731282155e+00
3.667947623502939791e+00,1.700535489480260454e+00,1.684816187239871255e+00
3.707932411287366392e+00,1.697351339946871818e+00,1.715197137239235836e+00
3.747477662393934761e+00,1.692808561177293836e+00,1.745032360834332552e+00
3.786580964780932312e+00,1.686861615152308147e+00,1.774336014948945328e+00
3.825240021736038720e+00,1.679458310407140331e+00,1.803123352189927475e+00
3.863452626039782345e+00,1.670538844402991163e+00,1.831410818002054297e+00
3.901216635381618225e+00,1.660034669811069064e+00,1.859216176801574694e+00
3.938529948947669723e+00,1.647867141996296469e+00,1.886558671663205455e+00
3.975390485073964086e+00,1.633945892363932728e+00,1.913459223310575164e+00
4.011796159835272491e+00,1.618166854824361067e+00,1.939940675769909140e+00
4.047744866416432608e+00,1.600409848075914798e+00,1.966028098359779985e+00
4.083234455094542525e+00,1.580535580765628723e+00,1.991749157245292778e+00
4.118262713655697738e+00,1.558381892941326230e+00,2.017134575728763313e+00
4.152827348106210792e+00,1.533758962614710564e+00,2.042218713353369797e+00
4.186925963685227181e+00,1.506443064878030702e+00,2.067040315788108540e+00
4.220556046619930335e+00,1.476168217834339602e+00,2.091643534924423786e+00
4.253714948232425463e+00,1.442614560502131660e+00,2.116079427716868189e+00
4.286399876035981826e+00,1.405391289736547478e+00,2.140408403287761718e+00
4.318607904198899838e+00,1.364009720854325813e+00,2.164704726751591757e+00
4.350336035380937716e+00,1.317836748093286214e+00,2.189065766332074503e+00
4.381581395329297912e+00,1.266006169785050206e+00,2.213632554658671481e+00
4.412341764396105148e+00,1.207233539165085690e+00,2.238637655380411928e+00
4.442616949512330216e+00,1.139399571165554903e+00,2.264518556536408322e+00
4.472412206388217015e+00,1.058556393525791117e+00,2.292184769529427957e+00
4.501746476206823111e+00,9.564245496740859664e-01,2.323626235585632305e+00
4.530670877802839058e+00,8.135858915407355729e-01,2.363143722385366186e+00
4.559299447391556015e+00,5.780120872965412993e-01,2.418105011438833607e+00
4.587696095243930294e+00,7.581162315885442426e-02,2.464245486935931151e+00
4.612932731451309110e+00,-1.234452870118087242e+00,2.009960086611848329e+00
4.627784641914280073e+00,-2.449352412433020376e+00,1.410343239759945355e+00
4.637590330495934055e+00,-2.738306825448082904e+00,1.253656738322636466e+00
4.646183210049625423e+00,-2.800978548499607257e+00,1.207043973967306449e+00
4.654227846683888892e+00,-2.830758704266425063e+00,1.176718074792666213e+00
4.661825964323287330e+00,-2.852917231665780928e+00,1.150022325652755750e+00
4.669010060562674980e+00,-2.871165360385477427e+00,1.125299366051170535e+00
4.675804894968016434e+00,-2.886604993947917919e+00,1.102242098717999275e+00
4.682234325437518940e+00,-2.899828167287787473e+00,1.080654411587076646e+00
4.688325224558070659e+00,-2.911234383394136316e+00,1.060328895060153487e+00
4.694109363064819185e+00,-2.921129050707061747e+00,1.041066592677116098e+00
4.699621655129335274e+00,-2.929758907395549450e+00,1.022690960005545602e+00
4.704900756768162218e+00,-2.937329438292341610e+00,1.005037117711863548e+00
4.709987781402118934e+00,-2.944010598944557522e+00,9.879447678339771111e-01
4.714923690814004864e+00,-2.949938959995547894e+00,9.712588268333967045e-01
4.719747148558092853e+00,-2.955220802347100939e+00,9.548324368130373108e-01
4.724493297679607906e+00,-2.959936236186815783e+00,9.385292746516125106e-01
4.729192986564702217e+00,-2.964143166000200669e+00,9.222253682568100075e-01
4.733872534129115905e+00,-2.967881008017380307e+00,9.058093950063703659e-01
4.738553926695243668e+00,-2.971173975694813674e+00,8.891815327486803922e-01
4.743255272571089698e+00,-2.974033814137178489e+00,8.722513805593610225e-01
4.747991377061858920e+00,-2.976461974046086034e+00,8.549354299727809359e-01
4.752774343380631095e+00,-2.978451255404310327e+00,8.371544014830287761e-01
4.757614142633929788e+00,-2.979986958337884406e+00,8.188305894698886256e-01
4.762519125248894092e+00,-2.981047577160588880e+00,7.998852343131863663e-01
4.767496466231690988e+00,-2.981605067248425112e+00,7.802358624997466352e-01
4.772552548376981285e+00,-2.981624706234634825e+00,7.597934972990599833e-01
4.777693293555900667e+00,-2.981064556768183937e+00,7.384596169600288196e-01
4.782924454904796896e+00,-2.979874512429983469e+00,7.161226995252881755e-01
4.788251883907843620e+00,-2.977994871310897462e+00,6.926541349670289893e-01
4.793681787198805111e+00,-2.975354334118304855e+00,6.679032041985565327e-01
4.799220989165211115e+00,-2.971867266559930165e+00,6.416907213689210243e-01
4.804877218698250019e+00,-2.967429999711735711e+00,6.138008117081917847e-01
4.810659442217056103e+00,-2.961915867656243595e+00,5.839701538621689947e-01
4.816578270956155094e+00,-2.955168604962951751e+00,5.518738674488690155e-01
4.822646478998250608e+00,-2.946993671849984953e+00,5.171071274941415608e-01
4.828879679954333426e+00,-2.937147112213912337e+00,4.791616907747992538e-01
4.835297223749464024e+00,-2.925321849226223403e+00,4.373971941465696345e-01
4.841923386803224538e+00,-2.911132244926572632e+00,3.910091099604966480e-01
4.848788927996331211e+00,-2.894099950438473012e+00,3.390000321277675810e-01
4.855933044205952953e+00,-2.873648493641749013e+00,2.801705359338537704e-01
4.863405636411666677e+00,-2.849121368236845253e+00,2.131616258380942264e-01
4.871269525927085731e+00,-2.819847086183711937e+00,1.365994010503509271e-01
4.879601802278939360e+00,-2.785277192342463959e+00,4.939761942986817950e-02
4.888492952659908575e+00,-2.745203390044300473e+00,-4.876978427337246014e-02
4.898042247553059170e+00,-2.700002620918649843e+00,-1.569387811208437511e-01
4.908348720289644973e+00,-2.650783110142389987e+00,-2.725444181303356972e-01
4.919499230728382244e+00,-2.599287965216350305e+00,-3.916395241663512272e-01
4.931557417653892550e+00,-2.547529483143618823e+00,-5.096986957609185298e-01
4.944557710477623935e+00,-2.497314095037416415e+00,-6.226576448143505971e-01
4.958506183275035006e+00,-2.449893589588078235e+00,-7.276748788692899428e-01
4.973386720808623096e+00,-2.405868019038110539e+00,-8.233434005179163240e-01
4.989169229129512217e+00,-2.365296826379766237e+00,-9.094475314727349380e-01
5.005817079165583827e+00,-2.327894730939888301e+00,-9.865340402329985103e-01
5.023292452345942571e+00,-2.293212311496925615e+00,-1.055515996809766266e+00
5.041559513206487431e+00,-2.260759801503359867e+00,-1.117400307963102524e+00
5.060585929711442610e+00,-2.230074772107227599e+00,-1.173137889783430365e+00
5.080343352718330152e+00,-2.200750456639286590e+00,-1.223560149904304950e+00
5.100807332995040966e+00,-2.172441678170090817e+00,-1.269364805419062714e+00
5.121956982978020712e+00,-2.144860231058355549e+00,-1.311125110967693352e+00
5.143774555488853650e+00,-2.117766512911536392e+00,-1.349307572210201256e+00
5.166245024790806717e+00,-2.090960746486389521e+00,-1.384290773023380217e+00
5.189355706073974339e+00,-2.064275163123084234e+00,-1.416382260819551542e+00
5.213095924105859424e+00,-2.037567538037041714e+00,-1.445832596676100312e+00
5.237456730030596752e+00,-2.010716040062265009e+00,-1.472846626538816261e+00
5.262430660641086888e+00,-1.983615207498431676e+00,-1.497592370378703963e+00
5.288011533213671456e+00,-1.956172835057456538e+00,-1.520207991711906015e+00
5.314194269259146175e+00,-1.928307578510938036e+00,-1.540807267402364067e+00
5.340974741358603950e+00,-1.899947118831776693e+00,-1.559483903733316579e+00
5.368349638182539074e+00,-1.871026762208888750e+00,-1.576314970935218218e+00
5.396316343658196679e+00,-1.841488381513578521e+00,-1.591363665493611190e+00
5.424872826993974329e+00,-1.811279627802158121e+00,-1.604681559599796303e+00
5.454017540887514670e+00,-1.780353357900978262e+00,-1.616310458728554611e+00
5.483749325750562953e+00,-1.748667237068534774e+00,-1.626283959312161187e+00
5.514067318203125900e+00,-1.716183485153328858e+00,-1.634628776657600424e+00
5.544970862443427073e+00,-1.682868741387726796e+00,-1.641365896799350965e+00
5.576459423409110272e+00,-1.648694027614818092e+00,-1.646511593461282397e+00
5.608532500925491604e+00,-1.613634792820678676e+00,-1.650078341630375922e+00
5.641189544302400272e+00,-1.577671023703145936e+00,-1.652075651611771834e+00
5.674429867101050462e+00,-1.540787406934398751e+00,-1.652510841243327588e+00
5.708252562055601054e+00,-1.502973528998771346e+00,-1.651389758769102656e+00
5.742656416400676811e+00,-1.464224099223252029e+00,-1.648717464407192690e+00
5.777639828130691768e+00,-1.424539181081094341e+00,-1.644498874712594816e+00
5.813200723989886853e+00,-1.383924416315886807e+00,-1.638739370351280922e+00
5.849336480260431514e+00,-1.342391226298367712e+00,-1.631445364910709683e+00
5.886043847659292005e+00,-1.299956975984015051e+00,-1.622624830090214187e+00
5.923318881852415174e+00,-1.256645089191896325e+00,-1.612287771545710235e+00
5.961156881205036839e+00,-1.212485112328244963e+00,-1.600446650845327445e+00
5.999552333338958654e+00,-1.167512742619530419e+00,-1.587116754494434678e+00
6.038498871731679429e+00,-1.121769877768295620e+00,-1.572316524868482057e+00
6.077989242711272944e+00,-1.075304830029853109e+00,-1.556067897998988370e+00
6.118015281268966099e+00,-1.028173025151273956e+00,-1.538396753976960740e+00
6.158567890137613077e+00,-9.804388445252409934e-01,-1.519333695459888611e+00
6.199637008907412650e+00,-9.321796671323184791e-01,-1.498915473469903947e+00
6.241211548395180664e+00,-8.834920432895099207e-01,-1.477186880264145907e+00
