z,reference_u0,reference_u1
2.236813969355932324e-02,1.758873699194837697e-321,8.794368495974188486e-322
2.249380339970291631e-02,1.768755012111662628e-321,8.843775060558313141e-322
2.261946710584650938e-02,1.778636325028487559e-321,8.893181625142437795e-322
2.274513081199009898e-02,1.788517637945312490e-321,8.942588189726562450e-322
2.287079451813369205e-02,1.798398950862137421e-321,8.991994754310687104e-322
2.299645822427728512e-02,1.808280263778962352e-321,9.041401318894811758e-322
2.312212193042087471e-02,1.818161576695787283e-321,9.090807883478936413e-322
2.324778563656446778e-02,1.828042889612612213e-321,9.140214448063061067e-322
2.337344934270805738e-02,1.837924202529437144e-321,9.189621012647185722e-322
2.349911304885165045e-02,1.847805515446262075e-321,9.239027577231310376e-322
2.362477675499524352e-02,1.857686828363087006e-321,9.288434141815435031e-322
2.375044046113883311e-02,1.867568141279911937e-321,9.337840706399559685e-322
2.387610416728242618e-02,1.877449454196736868e-321,9.387247270983684339e-322
2.400176787342601578e-02,1.887330767113561799e-321,9.436653835567808994e-322
2.412743157956960885e-02,1.897212080030386730e-321,9.486060400151933648e-322
2.425309528571320192e-02,1.907093392947211661e-321,9.535466964736058303e-322
2.437875899185679152e-02,1.916974705864036591e-321,9.584873529320182957e-322
2.450442269800038458e-02,1.926856018780861522e-321,9.634280093904307611e-322
2.463008640414397418e-02,1.936737331697686453e-321,9.683686658488432266e-322
2.475575011028756725e-02,1.946618644614511384e-321,9.733093223072556920e-322
2.488141381643116032e-02,1.956499957531336315e-321,9.782499787656681575e-322
2.500707752257474992e-02,1.966381270448161246e-321,9.831906352240806229e-322
2.513274122871834299e-02,1.976262583364986177e-321,9.881312916824930884e-322
2.525840493486193258e-02,1.986143896281811108e-321,9.930719481409055538e-322
2.538406864100552565e-02,1.996025209198636038e-321,9.980126045993180192e-322
2.550973234714911872e-02,2.005906522115460969e-321,1.002953261057730485e-321
2.563539605329270832e-02,2.015787835032285900e-321,1.007893917516142950e-321
2.576105975943630139e-02,2.025669147949110831e-321,1.012834573974555416e-321
2.588672346557989445e-02,2.035550460865935762e-321,1.017775230432967881e-321
2.601238717172348405e-02,2.045431773782760693e-321,1.022715886891380346e-321
2.613805087786707712e-02,2.055313086699585624e-321,1.027656543349792812e-321
2.626371458401066672e-02,2.065194399616410555e-321,1.032597199808205277e-321
2.638937829015425979e-02,2.075075712533235486e-321,1.037537856266617743e-321
2.651504199629785286e-02,2.084957025450060416e-321,1.042478512725030208e-321
2.664070570244144245e-02,2.094838338366885347e-321,1.047419169183442674e-321
2.676636940858503552e-02,2.104719651283710278e-321,1.052359825641855139e-321
2.689203311472862512e-02,2.114600964200535209e-321,1.057300482100267605e-321
2.701769682087221819e-02,2.124482277117360140e-321,1.062241138558680070e-321
2.714336052701581126e-02,2.134363590034185071e-321,1.067181795017092535e-321
2.726902423315940086e-02,2.144244902951010002e-321,1.072122451475505001e-321
2.739468793930299392e-02,2.154126215867834933e-321,1.077063107933917466e-321
2.752035164544658352e-02,2.164007528784659863e-321,1.082003764392329932e-321
2.764601535159017659e-02,2.173888841701484794e-321,1.086944420850742397e-321
2.777167905773376966e-02,2.183770154618309725e-321,1.091885077309154863e-321
2.789734276387735926e-02,2.193651467535134656e-321,1.096825733767567328e-321
2.802300647002095232e-02,2.203532780451959587e-321,1.101766390225979794e-321
2.814867017616454192e-02,2.213414093368784518e-321,1.106707046684392259e-321
2.827433388230813499e-02,2.223295406285609449e-321,1.111647703142804724e-321
2.839999758845172806e-02,2.233176719202434380e-321,1.116588359601217190e-321
2.852566129459531766e-02,2.247998688577671776e-321,1.121529016059629655e-321
2.865132500073891073e-02,2.257880001494496707e-321,1.126469672518042121e-321
2.877698870688250379e-02,2.272701970869734103e-321,1.131410328976454586e-321
2.890265241302609339e-02,2.282583283786559034e-321,1.136350985434867052e-321
2.902831611916968646e-02,2.297405253161796430e-321,1.141291641893279517e-321
2.915397982531327606e-02,2.307286566078621361e-321,1.146232298351691982e-321
