z,mol_u0,mol_u1
3.000220984178252781e+00,7.592385464459222057e-03,-2.863384294694806126e-02
3.031636910714150535e+00,-3.021753248906253533e-03,-3.226572661401859443e-02
3.063052837250048288e+00,-1.342383162964211341e-02,-3.624294700631634780e-02
3.094468763785946486e+00,-2.347398896015635145e-02,-4.062563911996733973e-02
3.125884690321844239e+00,-3.303189893105391156e-02,-4.547196841184444893e-02
3.157300616857742437e+00,-4.195403707049407543e-02,-5.083541386847353211e-02
3.188716543393640190e+00,-5.009197992918237169e-02,-5.676173345482494331e-02
3.220132469929537944e+00,-5.729147665923126770e-02,-6.328538998884637723e-02
3.251548396465436142e+00,-6.339211340335036693e-02,-7.042589628897689968e-02
3.282964323001333895e+00,-6.822748551811813611e-02,-7.818471178377466024e-02
3.314380249537232093e+00,-7.162584885999834228e-02,-8.654325733996907910e-02
3.345796176073129846e+00,-7.341125462205304320e-02,-9.546243664566435305e-02
3.377212102609027600e+00,-7.340519283254606786e-02,-1.048838181397468428e-01
3.408628029144925797e+00,-7.142877837075278791e-02,-1.147323908889492788e-01
3.440043955680823551e+00,-6.730550420112436927e-02,-1.249206070382883615e-01
3.471459882216721748e+00,-6.086455055006920190e-02,-1.353532918763756254e-01
3.502875808752619502e+00,-5.194456938422869346e-02,-1.459329450162816233e-01
3.534291735288517700e+00,-4.039776311228647498e-02,-1.565649567520002172e-01
3.565707661824415453e+00,-2.609396254644183455e-02,-1.671622986770674169e-01
3.597123588360313207e+00,-8.924317638738849326e-03,-1.776493019137357354e-01
3.628539514896211404e+00,1.119580706828837355e-02,-1.879642139271213708e-01
3.659955441432109158e+00,3.432505336393797818e-02,-1.980603465249267670e-01
3.691371367968007355e+00,6.049553296932306395e-02,-2.079058086329210742e-01
3.722787294503905109e+00,8.971341557991265037e-02,-2.174820367229013951e-01
3.754203221039802862e+00,1.219603231428008222e-01,-2.267815254949192560e-01
3.785619147575701060e+00,1.571951310423509995e-01,-2.358052428096158726e-01
3.817035074111598814e+00,1.953558230752947544e-01,-2.445601559498676580e-01
3.848451000647497011e+00,2.363611690354112116e-01,-2.530571435500988953e-01
3.879866927183394765e+00,2.801121245325705056e-01,-2.613093977131382140e-01
3.911282853719292518e+00,3.264929489705299392e-01,-2.693312945096824618e-01
3.942698780255190716e+00,3.753720882267136405e-01,-2.771376466713693643e-01
3.974114706791088469e+00,4.266028825808866887e-01,-2.847432371940321616e-01
4.005530633326986667e+00,4.800241527028368260e-01,-2.921625445992624415e-01
4.036946559862884421e+00,5.354606995370558842e-01,-2.994095919058801791e-01
4.068362486398782174e+00,5.927237356025194526e-01,-3.064978719968384224e-01
4.099778412934679928e+00,6.516112494921030285e-01,-3.134403182439485236e-01
4.131194339470578569e+00,7.119082935676341872e-01,-3.202493005347892274e-01
4.162610266006476323e+00,7.733871769547351338e-01,-3.269366341028127065e-01
4.194026192542374076e+00,8.358075412624066391e-01,-3.335135928962755791e-01
4.225442119078271830e+00,8.989162941085132585e-01,-3.399909215461712209e-01
4.256858045614169583e+00,9.624473746820978448e-01,-3.463788409270229796e-01
4.288273972150068225e+00,1.026121325509951276e+00,-3.526870421934639732e-01
4.319689898685965979e+00,1.089644644777684412e+00,-3.589246631355870742e-01
4.351105825221863732e+00,1.152708893606074314e+00,-3.651002386348460305e-01
4.382521751757761486e+00,1.214989532367075409e+00,-3.712216136053870241e-01
4.413937678293659239e+00,1.276144459332996695e+00,-3.772958014708099883e-01
4.445353604829557881e+00,1.335812223699412771e+00,-3.833287629245195616e-01
4.476769531365455634e+00,1.393609883460047882e+00,-3.893250667451321756e-01
4.508185457901353388e+00,1.449130477099927150e+00,-3.952873739632625782e-01
4.539601384437251141e+00,1.501940077338115964e+00,-4.012156540225358392e-01
4.571017310973148895e+00,1.551574396619937568e+00,-4.071059889766474038e-01
4.602433237509047537e+00,1.597534920510382372e+00,-4.129487363631695329e-01
4.633849164044945290e+00,1.639284561936969364e+00,-4.187256822048849303e-01
4.665265090580843044e+00,1.676242866519692898e+00,-4.244055893025319715e-01
4.696681017116740797e+00,1.707780875699376200e+00,-4.299371826444715605e-01
4.728096943652638551e+00,1.733215903230750365e+00,-4.352380465758499128e-01
4.759512870188537192e+00,1.751806758036744904e+00,-4.401770703966553788e-01
4.790928796724434946e+00,1.762750441478610375e+00,-4.445469680971133042e-01
4.822344723260332700e+00,1.765182187606555875e+00,-4.480222543405010249e-01
4.853760649796230453e+00,1.758182054788063553e+00,-4.500977603209184164e-01
4.885176576332128207e+00,1.740793232575668092e+00,-4.500055342924704216e-01
4.916592502868026848e+00,1.712059705416160371e+00,-4.466181615693426976e-01
4.948008429403924602e+00,1.671093256483751288e+00,-4.383704860946615600e-01
4.979424355939822355e+00,1.617180216967940343e+00,-4.232734036470524042e-01
5.010840282475720109e+00,1.549933450021016457e+00,-3.991413288855241159e-01
5.042256209011617862e+00,1.469480270153293189e+00,-3.641609982826826686e-01
5.073672135547516504e+00,1.376650201433214926e+00,-3.178055554603003707e-01
5.105088062083414258e+00,1.273095618425565956e+00,-2.617930862499072697e-01
5.136503988619312011e+00,1.161267534433152226e+00,-2.004592120571052349e-01
5.167919915155209765e+00,1.044206413828397739e+00,-1.399679144630195105e-01
5.199335841691108406e+00,9.251900126210130804e-01,-8.646767530553971237e-02
5.230751768227006160e+00,8.073516864276645277e-01,-4.413874405648583743e-02
5.262167694762903913e+00,6.933852010303082070e-01,-1.421818635549401341e-02
5.293583621298801667e+00,5.853912908126313042e-01,4.634707274776987684e-03
5.324999547834699420e+00,4.848534079905610361e-01,1.513619134960674482e-02
5.356415474370598062e+00,3.926962390619398446e-01,2.014908798779960902e-02
5.387831400906495816e+00,3.093807194121041548e-01,2.194706555516011751e-02
5.419247327442393569e+00,2.350048439609845607e-01,2.202571997533803866e-02
5.450663253978291323e+00,1.693954196188171002e-01,2.123966622764551088e-02
5.482079180514189076e+00,1.121859409090759929e-01,2.002885995303730488e-02
5.513495107050087718e+00,6.288002188116637026e-02,1.860483870432787928e-02
5.544911033585985471e+00,2.089929011303719858e-02,1.706596448321483911e-02
5.576326960121883225e+00,-1.441742405307083752e-02,1.545055501858744185e-02
5.607742886657780979e+00,-4.388844872293604094e-02,1.374484909559289467e-02
5.639158813193678732e+00,-6.825505883847068911e-02,1.193920445827361017e-02
5.670574739729577374e+00,-8.809286031399599093e-02,1.004058617854736851e-02
5.701990666265475127e+00,-1.038487980662323035e-01,8.062364719605846081e-03
5.733406592801372881e+00,-1.158783875008848885e-01,6.020364808113763677e-03
5.764822519337270634e+00,-1.244741175366345515e-01,3.931381288018552002e-03
5.796238445873168388e+00,-1.298864612371509464e-01,1.812399404895693924e-03
5.827654372409067030e+00,-1.323395483458178479e-01,-3.199624246051300516e-04
5.859070298944964783e+00,-1.320428090484502270e-01,-2.449893073859499542e-03
5.890486225480862537e+00,-1.291995466061413578e-01,-4.562724791523332761e-03
5.921902152016760290e+00,-1.240131081303555566e-01,-6.645161667214294354e-03
5.953318078552658044e+00,-1.166911293069923389e-01,-8.685404277505918286e-03
5.984734005088556685e+00,-1.074481909304121352e-01,-1.067318580773715317e-02
6.016149931624454439e+00,-9.650712394696968344e-02,-1.259974376950345580e-02
6.047565858160352192e+00,-8.409912281375188370e-02,-1.445775531439719500e-02
6.078981784696249946e+00,-7.046276295332846995e-02,-1.624126420442372279e-02
6.110397711232147699e+00,-5.584194703048592223e-02,-1.794563050929744857e-02
6.141813637768046341e+00,-4.048266803515918055e-02,-1.956755306215711768e-02
6.173229564303944095e+00,-2.462804978540814038e-02,-2.110531360008146423e-02
6.204645490839841848e+00,-8.509643435797405869e-03,-2.255971950046154959e-02
6.236061417375739602e+00,7.668993920558053214e-03,-2.393619059187652998e-02
6.267477343911637355e+00,2.374613684583317882e-02,-2.524332779324459097e-02
