z,reference_u0,reference_u1
2.035752039526185844e-02,6.497625978069712284e-33,-1.226337019384435148e-32
2.048318410140544804e-02,6.566458726188227763e-33,-1.243007697296980534e-32
2.060884780754904111e-02,6.635775951435934227e-33,-1.259861184626862144e-32
2.073451151369263418e-02,6.705580648029607233e-33,-1.276899345853200355e-32
2.086017521983622378e-02,6.775875827808058018e-33,-1.294124063748130151e-32
2.098583892597981684e-02,6.846664520335524421e-33,-1.311537239551002227e-32
2.111150263212340644e-02,6.917949773005681712e-33,-1.329140793144200243e-32
2.123716633826699951e-02,6.989734651146296599e-33,-1.346936663230584344e-32
2.136283004441059258e-02,7.062022238124497039e-33,-1.364926807512578473e-32
2.148849375055418218e-02,7.134815635452713958e-33,-1.383113202872909683e-32
2.161415745669777524e-02,7.208117962895226460e-33,-1.401497845557022987e-32
2.173982116284136484e-02,7.281932358575384430e-33,-1.420082751357179406e-32
2.186548486898495791e-02,7.356261979083470191e-33,-1.438869955798258564e-32
2.199114857512855098e-02,7.431109999585222507e-33,-1.457861514325275416e-32
2.211681228127214058e-02,7.506479613931016069e-33,-1.477059502492631078e-32
2.224247598741573365e-02,7.582374034765706051e-33,-1.496466016155108164e-32
2.236813969355932324e-02,7.658796493639140474e-33,-1.516083171660635269e-32
2.249380339970291631e-02,7.735750241117354062e-33,-1.535913106044824958e-32
2.261946710584650938e-02,7.813238546894425794e-33,-1.555957977227307454e-32
2.274513081199009898e-02,7.891264699905027532e-33,-1.576219964209881083e-32
2.287079451813369205e-02,7.969832008437669188e-33,-1.596701267276481122e-32
2.299645822427728512e-02,8.048943800248603490e-33,-1.617404108195002357e-32
2.312212193042087471e-02,8.128603422676460134e-33,-1.638330730420972618e-32
2.324778563656446778e-02,8.208814242757560053e-33,-1.659483399303110394e-32
2.337344934270805738e-02,8.289579647341942665e-33,-1.680864402290771477e-32
2.349911304885165045e-02,8.370903043210089648e-33,-1.702476049143309244e-32
2.362477675499524352e-02,8.452787857190380849e-33,-1.724320672141360905e-32
2.375044046113883311e-02,8.535237536277260421e-33,-1.746400626300078606e-32
2.387610416728242618e-02,8.618255547750110450e-33,-1.768718289584325355e-32
2.400176787342601578e-02,8.701845379292881333e-33,-1.791276063125846450e-32
2.412743157956960885e-02,8.786010539114429656e-33,-1.814076371442442411e-32
2.425309528571320192e-02,8.870754556069611457e-33,-1.837121662659156557e-32
2.437875899185679152e-02,8.956080979781095290e-33,-1.860414408731493910e-32
2.450442269800038458e-02,9.041993380761945738e-33,-1.883957105670692790e-32
2.463008640414397418e-02,9.128495350538952732e-33,-1.907752273771067699e-32
2.475575011028756725e-02,9.215590501776698462e-33,-1.931802457839438280e-32
2.488141381643116032e-02,9.303282468402407053e-33,-1.956110227426666521e-32
2.500707752257474992e-02,9.391574905731561940e-33,-1.980678177061317524e-32
2.513274122871834299e-02,9.480471490594273154e-33,-2.005508926485468756e-32
2.525840493486193258e-02,9.569975921462446532e-33,-2.030605120892680081e-32
2.538406864100552565e-02,9.660091918577711038e-33,-2.055969431168146489e-32
2.550973234714911872e-02,9.750823224080154855e-33,-2.081604554131055947e-32
2.563539605329270832e-02,9.842173602137840119e-33,-2.107513212779165794e-32
2.576105975943630139e-02,9.934146839077115465e-33,-2.133698156535623677e-32
2.588672346557989445e-02,1.002674674351373049e-32,-2.160162161498049719e-32
2.601238717172348405e-02,1.011997714648476855e-32,-2.186908030689898810e-32
2.613805087786707712e-02,1.021384190158137737e-32,-2.213938594314128201e-32
2.626371458401066672e-02,1.030834488508232755e-32,-2.241256710009182983e-32
2.638937829015425979e-02,1.040348999608839220e-32,-2.268865263107330658e-32
2.651504199629785286e-02,1.049928115665755031e-32,-2.296767166895356028e-32
2.664070570244144245e-02,1.059572231194104271e-32,-2.324965362877640469e-32
2.676636940858503552e-02,1.069281743032023132e-32,-2.353462821041649702e-32
2.689203311472862512e-02,1.079057050354435609e-32,-2.382262540125848914e-32
2.701769682087221819e-02,1.088898554686909386e-32,-2.411367547890066333e-32
2.714336052701581126e-02,1.098806659919599714e-32,-2.440780901388327133e-32
2.726902423315940086e-02,1.108781772321279771e-32,-2.470505687244181758e-32
2.739468793930299392e-02,1.118824300553457248e-32,-2.500545021928545644e-32
2.752035164544658352e-02,1.128934655684577949e-32,-2.530902052040083432e-32
2.764601535159017659e-02,1.139113251204317810e-32,-2.561579954588140990e-32
2.777167905773376966e-02,1.149360503037963724e-32,-2.592581937278273929e-32
2.789734276387735926e-02,1.159676829560882629e-32,-2.623911238800369345e-32
2.802300647002095232e-02,1.170062651613080782e-32,-2.655571129119402665e-32
2.814867017616454192e-02,1.180518392513854310e-32,-2.687564909768840532e-32
2.827433388230813499e-02,1.191044478076528290e-32,-2.719895914146729146e-32
2.839999758845172806e-02,1.201641336623289718e-32,-2.752567507814467524e-32
2.852566129459531766e-02,1.212309399000111063e-32,-2.785583088798312736e-32
2.865132500073891073e-02,1.223049098591767150e-32,-2.818946087893628622e-32
2.877698870688250379e-02,1.233860871336945781e-32,-2.852659968971904266e-32
2.890265241302609339e-02,1.244745155743450868e-32,-2.886728229290572327e-32
2.902831611916968646e-02,1.255702392903501355e-32,-2.921154399805638182e-32
2.915397982531327606e-02,1.266733026509125932e-32,-2.955942045487168586e-32
2.927964353145686913e-02,1.277837502867651349e-32,-2.991094765637634940e-32
2.940530723760046219e-02,1.289016270917289403e-32,-3.026616194213162054e-32
2.953097094374405179e-02,1.300269782242819434e-32,-3.062510000147692277e-32
2.965663464988764486e-02,1.311598491091370725e-32,-3.098779887680101649e-32
2.978229835603123446e-02,1.323002854388299597e-32,-3.135429596684282877e-32
2.990796206217482753e-02,1.334483331753169135e-32,-3.172462903002233427e-32
3.003362576831842060e-02,1.346040385515828545e-32,-3.209883618780160794e-32
3.015928947446201019e-02,1.357674480732589390e-32,-3.247695592807649281e-32
3.028495318060560326e-02,1.369386085202506378e-32,-3.285902710859897589e-32
3.041061688674919286e-02,1.381175669483757233e-32,-3.324508896043067726e-32
3.053628059289278593e-02,1.393043706910129566e-32,-3.363518109142762761e-32
3.066194429903637900e-02,1.404990673607604099e-32,-3.402934348975671174e-32
3.078760800517996860e-02,1.417017048511047903e-32,-3.442761652744392597e-32
3.091327171132356166e-02,1.429123313381007267e-32,-3.483004096395488731e-32
3.103893541746715473e-02,1.441309952820608665e-32,-3.523665794980770935e-32
3.116459912361074433e-02,1.453577454292565653e-32,-3.564750903021864986e-32
3.129026282975433393e-02,1.465926308136290036e-32,-3.606263614878083675e-32
3.141592653589792700e-02,1.478357007585112785e-32,-3.648208165117618730e-32
3.154159024204152006e-02,1.490870048783611694e-32,-3.690588828892106254e-32
3.166725394818511313e-02,1.503465930805047423e-32,-3.733409922314571148e-32
3.179291765432870620e-02,1.516145155668910375e-32,-3.776675802840798704e-32
3.191858136047229233e-02,1.528908228358577066e-32,-3.820390869654152507e-32
3.204424506661588540e-02,1.541755656839075681e-32,-3.864559564053877528e-32
3.216990877275947847e-02,1.554687952074966865e-32,-3.909186369846906454e-32
3.229557247890307153e-02,1.567705628048333984e-32,-3.954275813743209234e-32
3.242123618504666460e-02,1.580809201776888069e-32,-3.999832465754723041e-32
3.254689989119025073e-02,1.593999193332186063e-32,-4.045860939597873067e-32
3.267256359733384380e-02,1.607276125857962922e-32,-4.092365893099742716e-32
3.279822730347743687e-02,1.620640525588582506e-32,-4.139352028607898668e-32
3.292389100962102993e-02,1.634092921867599854e-32,-4.186824093403923905e-32
3.304955471576462300e-02,1.647633847166444981e-32,-4.234786880120674585e-32
3.317521842190820913e-02,1.661263837103220534e-32,-4.283245227163311111e-32
3.330088212805180220e-02,1.674983430461622326e-32,-4.332204019134118731e-32
3.342654583419539527e-02,1.688793169209975926e-32,-4.381668187261159811e-32
3.355220954033898834e-02,1.702693598520393391e-32,-4.431642709830794459e-32
3.367787324648258140e-02,1.716685266788055083e-32,-4.482132612624093037e-32
3.380353695262616753e-02,1.730768725650607245e-32,-4.533142969357184348e-32
3.392920065876976060e-02,1.744944530007688225e-32,-4.584678902125569615e-32
3.405486436491335367e-02,1.759213238040572654e-32,-4.636745581852437813e-32
3.418052807105694674e-02,1.773575411231945627e-32,-4.689348228741011931e-32
3.430619177720053981e-02,1.788031614385796765e-32,-4.742492112730973233e-32
3.443185548334412593e-02,1.802582415647443451e-32,-4.796182553958987045e-32
3.455751918948771900e-02,1.817228386523680797e-32,-4.850424923223374425e-32
3.468318289563131207e-02,1.831970101903058044e-32,-4.905224642452958711e-32
3.480884660177490514e-02,1.846808140076283060e-32,-4.960587185180128556e-32
3.493451030791849821e-02,1.861743082756759568e-32,-5.016518077018153575e-32
3.506017401406209127e-02,1.876775515101252470e-32,-5.073022896142788733e-32
3.518583772020567740e-02,1.891906025730681802e-32,-5.130107273778199218e-32
3.531150142634927047e-02,1.907135206751053536e-32,-5.187776894687264375e-32
3.543716513249286354e-02,1.922463653774521750e-32,-5.246037497666257956e-32
3.556282883863645661e-02,1.937891965940582996e-32,-5.304894876043992830e-32
3.568849254478004968e-02,1.953420745937406962e-32,-5.364354878185432314e-32
3.581415625092363580e-02,1.969050600023303436e-32,-5.424423407999818521e-32
3.593981995706722887e-02,1.984782138048324744e-32,-5.485106425453369148e-32
3.606548366321082194e-02,2.000615973476005033e-32,-5.546409947086552571e-32
3.619114736935441501e-02,2.016552723405241057e-32,-5.608340046536011312e-32
3.631681107549800808e-02,2.032593008592309529e-32,-5.670902855061159057e-32
3.644247478164159421e-02,2.048737453473026249e-32,-5.734104562075499384e-32
3.656813848778518727e-02,2.064986686185046182e-32,-5.797951415682694687e-32
3.669380219392878034e-02,2.081341338590304759e-32,-5.862449723217442198e-32
3.681946590007237341e-02,2.097802046297606426e-32,-5.927605851791188877e-32
3.694512960621596648e-02,2.114369448685351407e-32,-5.993426228842723473e-32
3.707079331235955261e-02,2.131044188924413814e-32,-6.059917342693709256e-32
3.719645701850314568e-02,2.147826914001161263e-32,-6.127085743109161805e-32
3.732212072464673874e-02,2.164718274740624739e-32,-6.194938041862965990e-32
3.744778443079033181e-02,2.181718925829815161e-32,-6.263480913308423402e-32
3.757344813693392488e-02,2.198829525841189936e-32,-6.332721094953917804e-32
3.769911184307751101e-02,2.216050737256268393e-32,-6.402665388043705174e-32
3.782477554922110408e-02,2.233383226489402401e-32,-6.473320658143901692e-32
3.795043925536469714e-02,2.250827663911693421e-32,-6.544693835733711266e-32
3.807610296150829021e-02,2.268384723875068280e-32,-6.616791916801910120e-32
3.820176666765188328e-02,2.286055084736506321e-32,-6.689621963448678211e-32
3.832743037379546941e-02,2.303839428882422805e-32,-6.763191104492770901e-32
3.845309407993906248e-02,2.321738442753209160e-32,-6.837506536084140379e-32
3.857875778608265555e-02,2.339752816867931408e-32,-6.912575522321992574e-32
3.870442149222624861e-02,2.357883245849185972e-32,-6.988405395878368257e-32
3.883008519836984168e-02,2.376130428448115045e-32,-7.065003558627269129e-32
3.895574890451342781e-02,2.394495067569586167e-32,-7.142377482279406607e-32
3.908141261065702088e-02,2.412977870297528090e-32,-7.220534709022586469e-32
3.920707631680061395e-02,2.431579547920435228e-32,-7.299482852167803780e-32
3.933274002294420701e-02,2.450300815957033861e-32,-7.379229596801091912e-32
3.945840372908780008e-02,2.469142394182113103e-32,-7.459782700441172708e-32
3.958406743523138621e-02,2.488105006652523915e-32,-7.541149993702947225e-32
3.970973114137497928e-02,2.507189381733344796e-32,-7.623339380966900383e-32
3.983539484751857235e-02,2.526396252124216066e-32,-7.706358841054458956e-32
3.996105855366216542e-02,2.545726354885846029e-32,-7.790216427909335726e-32
4.008672225980575848e-02,2.565180431466684912e-32,-7.874920271284958336e-32
4.021238596594935155e-02,2.584759227729773407e-32,-7.960478577437970813e-32
4.033804967209293768e-02,2.604463493979764204e-32,-8.046899629827932536e-32
4.046371337823653075e-02,2.624293984990119763e-32,-8.134191789823196072e-32
4.058937708438012382e-02,2.644251460030483616e-32,-8.222363497413078795e-32
4.071504079052371688e-02,2.664336682894226835e-32,-8.311423271926333795e-32
4.084070449666730995e-02,2.684550421926180047e-32,-8.401379712756018580e-32
4.096636820281089608e-02,2.704893450050537893e-32,-8.492241500090764870e-32
4.109203190895448915e-02,2.725366544798947397e-32,-8.584017395652565522e-32
4.121769561509808222e-02,2.745970488338778065e-32,-8.676716243441076402e-32
4.134335932124167529e-02,2.766706067501574265e-32,-8.770346970484524058e-32
4.146902302738526835e-02,2.787574073811695364e-32,-8.864918587597276136e-32
4.159468673352885448e-02,2.808575303515136491e-32,-8.960440190144105184e-32
4.172035043967244755e-02,2.829710557608540345e-32,-9.056920958811235615e-32
4.184601414581604062e-02,2.850980641868397295e-32,-9.154370160384205577e-32
4.197167785195963369e-02,2.872386366880432149e-32,-9.252797148532628036e-32
4.209734155810322676e-02,2.893928548069187964e-32,-9.352211364601876233e-32
4.222300526424681288e-02,2.915608005727793244e-32,-9.452622338411792065e-32
4.234866897039040595e-02,2.937425565047930568e-32,-9.554039689062444742e-32
4.247433267653399902e-02,2.959382056149997895e-32,-9.656473125747019648e-32
4.259999638267759209e-02,2.981478314113465838e-32,-9.759932448571885569e-32
4.272566008882118516e-02,3.003715179007431438e-32,-9.864427549383922406e-32
4.285132379496477129e-02,3.026093495921375031e-32,-9.969968412605140009e-32
4.297698750110836435e-02,3.048614114996110875e-32,-1.007656511607467792e-31
4.310265120725195742e-02,3.071277891454947979e-32,-1.018422783189823638e-31
4.322831491339555049e-02,3.094085685635047987e-32,-1.029296682730501412e-31
4.335397861953914356e-02,3.117038363018988880e-32,-1.040279246551218910e-31
4.347964232568272969e-02,3.140136794266538869e-32,-1.051371520659703192e-31
4.360530603182632275e-02,3.163381855246631730e-32,-1.062574560837673517e-31
4.373096973796991582e-02,3.186774427069555066e-32,-1.073889432729595864e-31
4.385663344411350889e-02,3.210315396119347670e-32,-1.085317211932223274e-31
4.398229715025710196e-02,3.234005654086410915e-32,-1.096858984084923554e-31
4.410796085640068809e-02,3.257846098000330888e-32,-1.108515844960801992e-31
4.423362456254428116e-02,3.281837630262916189e-32,-1.120288900558628942e-31
4.435928826868787422e-02,3.305981158681452498e-32,-1.132179267195575133e-31
4.448495197483146729e-02,3.330277596502173350e-32,-1.144188071600763228e-31
4.461061568097506036e-02,3.354727862443956442e-32,-1.156316451009643304e-31
4.473627938711864649e-02,3.379332880732230126e-32,-1.168565553259198168e-31
4.486194309326223956e-02,3.404093581133114735e-32,-1.180936536883987037e-31
4.498760679940583262e-02,3.429010898987775740e-32,-1.193430571213031095e-31
4.511327050554942569e-02,3.454085775247014477e-32,-1.206048836467554282e-31
4.523893421169301876e-02,3.479319156506074538e-32,-1.218792523859578651e-31
4.536459791783660489e-02,3.504711995039686824e-32,-1.231662835691391821e-31
4.549026162398019796e-02,3.530265248837338474e-32,-1.244660985455881038e-31
4.561592533012379103e-02,3.555979881638776625e-32,-1.257788197937754657e-31
4.574158903626738409e-02,3.581856862969744803e-32,-1.271045709315646443e-31
4.586725274241097716e-02,3.607897168177955793e-32,-1.284434767265122172e-31
4.599291644855457023e-02,3.634101778469298229e-32,-1.297956631062582630e-31
4.611858015469815636e-02,3.660471680944286783e-32,-1.311612571690085115e-31
4.624424386084174943e-02,3.687007868634748260e-32,-1.325403871941077320e-31
4.636990756698534250e-02,3.713711340540749651e-32,-1.339331826527065046e-31
4.649557127312893556e-02,3.740583101667774140e-32,-1.353397742185208061e-31
4.662123497927252863e-02,3.767624163064136321e-32,-1.367602937786863141e-31
4.674689868541611476e-02,3.794835541858650854e-32,-1.381948744447074969e-31
4.687256239155970783e-02,3.822218261298544699e-32,-1.396436505635028889e-31
4.699822609770330090e-02,3.849773350787619517e-32,-1.411067577285466825e-31
4.712388980384689396e-02,3.877501845924674064e-32,-1.425843327911080624e-31
4.724955350999048703e-02,3.905404788542169631e-32,-1.440765138715888480e-31
