z,hybrid_u0,hybrid_u1
1.703092906972830001e+00,-1.858843342100298737e-02,3.329240712300402666e-02
1.738409873963401298e+00,-2.030229551924139092e-02,3.403398873562016314e-02
1.773924805322730780e+00,-2.187404328422531963e-02,3.465252956841950033e-02
1.809601023021145005e+00,-2.308807500955119968e-02,3.513817149584454180e-02
1.845405766924404833e+00,-2.363504041488802276e-02,3.548098182753358504e-02
1.881314314185444037e+00,-2.313249597942969304e-02,3.567119460144546617e-02
1.917311701047027750e+00,-2.117892861293468876e-02,3.569951076778506843e-02
1.953389914015260187e+00,-1.743112378548154415e-02,3.555749506607605581e-02
1.989538691922817737e+00,-1.168281627860502138e-02,3.523810973256964046e-02
2.025728460702984624e+00,-3.919936718081174117e-03,3.473641261859376078e-02
2.061886559137202202e+00,5.664512097454822009e-03,3.405040462438217036e-02
2.097880327948010937e+00,1.670110305170608572e-02,3.318184715435527898e-02
2.133534594630568382e+00,2.871414628655800938e-02,3.213671588519072253e-02
2.168680115675155395e+00,4.120760735236267402e-02,3.092525348800114621e-02
2.203187936367319910e+00,5.373198277345641455e-02,2.956174220484313053e-02
2.236973982376158077e+00,6.591754418041849417e-02,2.806391820852969371e-02
2.269990574816368678e+00,7.748166773926024042e-02,2.645200898963877972e-02
2.302217058835646313e+00,8.822161693617294742e-02,2.474750864342596321e-02
2.333652641108596271e+00,9.800091694451784630e-02,2.297186460095690386e-02
2.364311399731178209e+00,1.067343804139627150e-01,2.114525918212052658e-02
2.394218948567171878e+00,1.143745182665703713e-01,1.928563479046052284e-02
2.423410351423496589e+00,1.209004227885054766e-01,1.740804214037270856e-02
2.451929071440209995e+00,1.263092011569186268e-01,1.552431012712732900e-02
2.479826932508682358e+00,1.306095297337057093e-01,1.364296791919353789e-02
2.507165275016290718e+00,1.338167023481475482e-01,1.176930749985057728e-02
2.534017717651350754e+00,1.359484801346245997e-01,9.905457636625633611e-03
2.560475117361697084e+00,1.370209855800717524e-01,8.050343254646432148e-03
2.586653113770577939e+00,1.370437824917680736e-01,6.199438890935369574e-03
2.612701260995344832e+00,1.360133345812402084e-01,4.344339359914860081e-03
2.638809657862615676e+00,1.339047877043339774e-01,2.472402017362710074e-03
2.665206662767113155e+00,1.306638424693350453e-01,5.668902897355239997e-04
2.692145085562627660e+00,1.262020957155690903e-01,-1.392217378420817532e-03
2.719882313048866962e+00,1.203985956407102598e-01,-3.427168061065910976e-03
2.748661816300089100e+00,1.131085179892051956e-01,-5.561682217346730107e-03
2.778699232544302955e+00,1.041792395060002763e-01,-7.820744056920413828e-03
2.810177699018322262e+00,9.347271645492427616e-02,-1.023128208307508627e-02
2.843304181645505135e+00,8.087238542801809815e-02,-1.282788688314586388e-02
2.878203520696878126e+00,6.636432196250410809e-02,-1.564670859136625333e-02
2.914527171919207404e+00,5.028028280017610846e-02,-1.869501022475688473e-02
2.952039350356084668e+00,3.307792649043098110e-02,-2.199832542829574869e-02
2.990431809735987212e+00,1.535363407466501517e-02,-2.558974204245888576e-02
3.029191488068337268e+00,-2.241997618548092000e-03,-2.950547571125833324e-02
3.067715381437203792e+00,-1.918168935933771413e-02,-3.379655308104503875e-02
3.105633108152184629e+00,-3.516556945780764665e-02,-3.852856339535070535e-02
3.142782806488478631e+00,-5.002036495525032100e-02,-4.377066913960733774e-02
3.179084883511416049e+00,-6.360899561812881353e-02,-4.959021947260899843e-02
3.214495030193866842e+00,-7.580612423212620965e-02,-5.604608765085087457e-02
3.248991156765997257e+00,-8.649624059551788702e-02,-6.317971395054812478e-02
3.282569692886419421e+00,-9.557584951802508555e-02,-7.100548415061345986e-02
3.315244778825666039e+00,-1.029550655654168090e-01,-7.950304703288432751e-02
3.347048690506014168e+00,-1.085574925208364211e-01,-8.861455035341675446e-02
3.378033232852826195e+00,-1.123179712505837091e-01,-9.824896063069168961e-02
3.408272418250960278e+00,-1.141777313391726528e-01,-1.082936047658529938e-01
3.437867131083523375e+00,-1.140761847393609030e-01,-1.186306925360342129e-01
3.466952800495943343e+00,-1.119380687717130562e-01,-1.291551406434759686e-01
3.495711333305203006e+00,-1.076537470956537151e-01,-1.397902916360566905e-01
3.524388476997970088e+00,-1.010491352279812988e-01,-1.504996861755122650e-01
3.553316833352581749e+00,-9.184022896407681436e-02,-1.612945369466514400e-01
3.582942208403747220e+00,-7.956671210806931516e-02,-1.722366850059181276e-01
3.613847301768783549e+00,-6.350154009896466500e-02,-1.834356835134616781e-01
3.646764980402876333e+00,-4.253988038081873979e-02,-1.950382090579653727e-01
3.682574813793663804e+00,-1.508143103762444280e-02,-2.072096436220659255e-01
3.722271693522469338e+00,2.105890037954695482e-02,-2.201086019745771283e-01
3.766875757638285638e+00,6.863397345535465766e-02,-2.338529549355231885e-01
3.817250301031800408e+00,1.307256720600664668e-01,-2.484787794554501050e-01
3.873883209577498210e+00,2.102652969035820885e-01,-2.639138906141625940e-01
3.936804042807366066e+00,3.095468035487943248e-01,-2.799981425593497941e-01
4.005688302033759918e+00,4.299493520396781565e-01,-2.965370762871467059e-01
4.079981892676197042e+00,5.717260999410143096e-01,-3.133407513575826586e-01
4.158927211428373738e+00,7.336493986973312564e-01,-3.302334530686281133e-01
4.241518009648393317e+00,9.125386736516684083e-01,-3.470497617996586848e-01
4.326451495219054699e+00,1.102875323108667871e+00,-3.636291648102531471e-01
4.412093095925513353e+00,1.296146828680789787e+00,-3.797887912344535821e-01
4.496147005224904625e+00,1.477870500942237042e+00,-3.953274899337774206e-01
4.576631508244318525e+00,1.637606520589820480e+00,-4.102285321792883965e-01
4.651974618648294424e+00,1.768290879377209412e+00,-4.243754854454690473e-01
4.721043800281433001e+00,1.866261480857737354e+00,-4.376501399229337785e-01
4.783199098665638083e+00,1.931227330888394489e+00,-4.499448971427270072e-01
4.838261133528004798e+00,1.965624430376830656e+00,-4.611665539375445766e-01
4.886417422401789779e+00,1.973683659662877732e+00,-4.712337940757727606e-01
4.928124190898817147e+00,1.960494805125233553e+00,-4.800760450855727779e-01
4.963992305221974100e+00,1.931220443822888377e+00,-4.876273386389798348e-01
4.994701036918748116e+00,1.890565740204896095e+00,-4.938210780887479778e-01
5.020928498468422596e+00,1.842497512742665267e+00,-4.985824419218998216e-01
5.043310869473802249e+00,1.790157818374148224e+00,-5.018209527568953110e-01
5.062417153816828552e+00,1.735912692822946468e+00,-5.034213056461316338e-01
5.078741538354717200e+00,1.681464478794995943e+00,-5.032330540349720938e-01
5.092703865675435537e+00,1.627988338450169881e+00,-5.010569793664393368e-01
5.104655597654267574e+00,1.576263307306132733e+00,-4.966260367076080207e-01
5.114888366498069772e+00,1.526784105070830622e+00,-4.895767169558000731e-01
5.123643417150558932e+00,1.479849017464296868e+00,-4.794033471950669978e-01
5.131121315540735139e+00,1.435622482020127322e+00,-4.653807416970577315e-01
5.137491660414849726e+00,1.394172947736058710e+00,-4.464272442441820643e-01
5.142901662934568741e+00,1.355495539077125500e+00,-4.208665761187221910e-01
5.147491726087568331e+00,1.319466416956858401e+00,-3.859855482894025691e-01
5.151453887139100907e+00,1.285405484096369788e+00,-3.367720566747385291e-01
5.155097427721154979e+00,1.251475040360553903e+00,-2.643889972473768002e-01
5.158926456308498665e+00,1.215414012547179956e+00,-1.830060361690049320e-01
5.163324538523520246e+00,1.177074967702904651e+00,-1.232180729708134831e-01
5.168265740462469005e+00,1.136773457912857666e+00,-8.027716044405967810e-02
5.173720848460441779e+00,1.094879170720544304e+00,-4.952798432088867386e-02
5.179679351251015973e+00,1.051570491511770289e+00,-2.751653795040071016e-02
5.186152020528685291e+00,1.006873700333400290e+00,-1.174821042415325444e-02
5.193169922157391483e+00,9.607115133473327351e-01,-4.269552507338279269e-04
5.200781963425434640e+00,9.129482281213092687e-01,7.733126006572521929e-03
5.209056883152721085e+00,8.634012850863878041e-01,1.364827689855200796e-02
5.218075653044595974e+00,8.119076400991794840e-01,1.795907776938144088e-02
5.227960272976654998e+00,7.581906688028371422e-01,2.112019874135144179e-02
5.238847841967128716e+00,7.020439362220877166e-01,2.343665116974544618e-02
5.250948635365100259e+00,6.430888787338621126e-01,2.512144585765895347e-02
5.264622860929020653e+00,5.805607069138015719e-01,2.632050032742432391e-02
5.280452803689549057e+00,5.132790164170214497e-01,2.712201301097564091e-02
5.299023388659111156e+00,4.408564426833707084e-01,2.755444361945501991e-02
5.320669728656988617e+00,3.645576085488005935e-01,2.761805398610930884e-02
5.345547443827237899e+00,2.866113653324297572e-01,2.731923034362654379e-02
5.373689463226435592e+00,2.096404695845587862e-01,2.667633986443181462e-02
5.404985274969184239e+00,1.363535032871752983e-01,2.571739700102560963e-02
5.439161580476633340e+00,6.920704999349304443e-02,2.447809577047733304e-02
5.475712135817128789e+00,1.015609941511208363e-02,2.300117597798253394e-02
5.512816271849817262e+00,-3.878206306959645910e-02,2.136117476910310425e-02
5.548210587397615967e+00,-7.745760193297755725e-02,1.959407561977307560e-02
5.581778046818270944e+00,-1.081600718567177211e-01,1.773446542370360132e-02
5.613717466140257351e+00,-1.326439904590104857e-01,1.581491953117501043e-02
5.644224659803067645e+00,-1.520900563340280842e-01,1.386244698324920824e-02
5.673479217450710266e+00,-1.673265548411663750e-01,1.189845486593852850e-02
5.701648907315790993e+00,-1.789637793643555630e-01,9.939037408761047104e-03
5.728896120497877220e+00,-1.874694383215955440e-01,7.995346401198111588e-03
5.755385040509062300e+00,-1.932098107771785256e-01,6.073934551335347619e-03
5.781288918573094016e+00,-1.964709250878086955e-01,4.177065453087716422e-03
5.806795345038226586e+00,-1.974680555819364192e-01,2.303138087347987497e-03
5.832106687382255572e+00,-1.963495872413642540e-01,4.474416048530156830e-04
5.857435845686719489e+00,-1.932002712112507736e-01,-1.396778181621533780e-03
5.883001834011592379e+00,-1.880462839505093187e-01,-3.237295919344443298e-03
5.909029129784574508e+00,-1.808614878145206328e-01,-5.082217600513510430e-03
5.935750332780920679e+00,-1.715740113345868845e-01,-6.939552063833336060e-03
5.963409758748537293e+00,-1.600739985044752900e-01,-8.816823099891287624e-03
5.992268576684323556e+00,-1.462237333564520292e-01,-1.072073460222750657e-02
6.022627989293805051e+00,-1.298627352856624173e-01,-1.265792666173374409e-02
6.054832858036508725e+00,-1.108311277079445378e-01,-1.463422268292780513e-02
6.088810326021292241e+00,-8.932315448827282678e-02,-1.662655420201142667e-02
6.124545708889985285e+00,-6.567639396680287345e-02,-1.861553695146862114e-02
6.162030365481602878e+00,-4.041976851378020763e-02,-2.058291062019561302e-02
6.201129622400537222e+00,-1.432295852433052366e-02,-2.250718428083509082e-02
6.241211176753270529e+00,1.158948678078071393e-02,-2.435710209888076322e-02
6.281113585832936330e+00,3.637990811126626256e-02,-2.611478452996392197e-02
