z,mol_u0,mol_u1
3.659955441432109158e+00,1.834138223729233630e+00,1.764967705436041312e+00
3.691371367968007355e+00,1.818176333303393566e+00,1.779224108994824860e+00
3.722787294503905109e+00,1.800578565565865707e+00,1.792928530011782984e+00
3.754203221039802862e+00,1.781220642053809922e+00,1.806046803174030657e+00
3.785619147575701060e+00,1.759962989782943410e+00,1.818539679303432965e+00
3.817035074111598814e+00,1.736648532513664911e+00,1.830361964336063130e+00
3.848451000647497011e+00,1.711100131676416503e+00,1.841461486928952951e+00
3.879866927183394765e+00,1.683117626934244937e+00,1.851777857179088382e+00
3.911282853719292518e+00,1.652474425126240876e+00,1.861240970853125676e+00
3.942698780255190716e+00,1.618913589603886649e+00,1.869769204124108297e+00
3.974114706791088469e+00,1.582143393200744041e+00,1.877267233281732839e+00
4.005530633326986667e+00,1.541832322695300128e+00,1.883623402816901438e+00
4.036946559862884421e+00,1.497603568980489852e+00,1.888706554997698239e+00
4.068362486398782174e+00,1.449029117749792483e+00,1.892362227118084883e+00
4.099778412934679928e+00,1.395623688549934460e+00,1.894408123626429408e+00
4.131194339470578569e+00,1.336838980983874547e+00,1.894628787151485527e+00
4.162610266006476323e+00,1.272059009252430428e+00,1.892769437599417737e+00
4.194026192542374076e+00,1.200597780403574344e+00,1.888529040974913142e+00
4.225442119078271830e+00,1.121701237808625962e+00,1.881552835845965665e+00
4.256858045614169583e+00,1.034556271821275741e+00,1.871424817971298671e+00
4.288273972150068225e+00,9.383106619668333259e-01,1.857661093590322610e+00
4.319689898685965979e+00,8.321089077956536073e-01,1.839705569004913333e+00
4.351105825221863732e+00,7.151496634646929973e-01,1.816930097762054608e+00
4.382521751757761486e+00,5.867702332298931900e-01,1.788641785583349186e+00
4.413937678293659239e+00,4.465612812914200869e-01,1.754100301102496040e+00
4.445353604829557881e+00,2.945093714775055549e-01,1.712547209804661241e+00
4.476769531365455634e+00,1.311554510290687259e-01,1.663246963269613854e+00
4.508185457901353388e+00,-4.225522884421539088e-02,1.605535074992452627e+00
4.539601384437251141e+00,-2.236684082033477128e-01,1.538864106639601603e+00
4.571017310973148895e+00,-4.102032311998193848e-01,1.462834747491248644e+00
4.602433237509047537e+00,-5.982552415069510854e-01,1.377200670428750717e+00
4.633849164044945290e+00,-7.837290152794229581e-01,1.281843905985437626e+00
4.665265090580843044e+00,-9.623754174326559774e-01,1.176730525127873017e+00
4.696681017116740797e+00,-1.130178292034912602e+00,1.061868951983602205e+00
4.728096943652638551e+00,-1.283722101411059136e+00,9.372987800869515551e-01
4.759512870188537192e+00,-1.420479535556476547e+00,8.031330471383700820e-01
4.790928796724434946e+00,-1.538979714088678508e+00,6.596624409040778847e-01
4.822344723260332700e+00,-1.638842422820221856e+00,5.075093717766647750e-01
4.853760649796230453e+00,-1.720684810037028889e+00,3.477972981484266368e-01
4.885176576332128207e+00,-1.785923446613728149e+00,1.822812988190116168e-01
4.916592502868026848e+00,-1.836508594920754911e+00,1.337816007476528776e-02
4.948008429403924602e+00,-1.874638118791423835e+00,-1.559510128715283495e-01
4.979424355939822355e+00,-1.902500663324604657e+00,-3.224703954093938174e-01
5.010840282475720109e+00,-1.922086756117515893e+00,-4.830377928334211313e-01
5.042256209011617862e+00,-1.935084126609929012e+00,-6.349731134616152239e-01
5.073672135547516504e+00,-1.942849233961377431e+00,-7.763248713990650307e-01
5.105088062083414258e+00,-1.946431327748473050e+00,-9.059751052171839403e-01
5.136503988619312011e+00,-1.946622468169365128e+00,-1.023585882486792498e+00
5.167919915155209765e+00,-1.944013209563743461e+00,-1.129438765745576001e+00
5.199335841691108406e+00,-1.939042621096856545e+00,-1.224233710268386677e+00
5.230751768227006160e+00,-1.932038487635606927e+00,-1.308900718993603496e+00
5.262167694762903913e+00,-1.923247635650636944e+00,-1.384452903042003635e+00
5.293583621298801667e+00,-1.912858012664215401e+00,-1.451887702907697086e+00
5.324999547834699420e+00,-1.901014479775720467e+00,-1.512129927906918248e+00
5.356415474370598062e+00,-1.887830039555404849e+00,-1.566005415301774173e+00
5.387831400906495816e+00,-1.873393834156834137e+00,-1.614234366945376697e+00
5.419247327442393569e+00,-1.857776885180739912e+00,-1.657435836339306690e+00
5.450663253978291323e+00,-1.841036259305700362e+00,-1.696137581412786810e+00
5.482079180514189076e+00,-1.823218133318524892e+00,-1.730787759408495496e+00
5.513495107050087718e+00,-1.804360084401574582e+00,-1.761766530499666805e+00
5.544911033585985471e+00,-1.784492829937559977e+00,-1.789396642587702813e+00
5.576326960121883225e+00,-1.763641571931569674e+00,-1.813952653094157652e+00
5.607742886657780979e+00,-1.741827054181349199e+00,-1.835668753479488879e+00
5.639158813193678732e+00,-1.719066408340250041e+00,-1.854745308814923721e+00
5.670574739729577374e+00,-1.695373843093633370e+00,-1.871354280383841218e+00
5.701990666265475127e+00,-1.670761215507181596e+00,-1.885643707982769257e+00
5.733406592801372881e+00,-1.645238513004918524e+00,-1.897741415457797398e+00
5.764822519337270634e+00,-1.618814266932639301e+00,-1.907758081593352362e+00
5.796238445873168388e+00,-1.591495913282619856e+00,-1.915789795591177791e+00
5.827654372409067030e+00,-1.563290112243027385e+00,-1.921920195151535449e+00
5.859070298944964783e+00,-1.534203035347906807e+00,-1.926222266760204027e+00
5.890486225480862537e+00,-1.504240626838937667e+00,-1.928759872395489738e+00
5.921902152016760290e+00,-1.473408844201147261e+00,-1.929589054269751136e+00
5.953318078552658044e+00,-1.441713881557020738e+00,-1.928759159023119896e+00
5.984734005088556685e+00,-1.409162378596648058e+00,-1.926313814581622319e+00
6.016149931624454439e+00,-1.375761616914662033e+00,-1.922291786300076133e+00
6.047565858160352192e+00,-1.341519704967957249e+00,-1.916727733708888382e+00
6.078981784696249946e+00,-1.306445752326512499e+00,-1.909652884907472536e+00
6.110397711232147699e+00,-1.270550033438376136e+00,-1.901095642182159429e+00
6.141813637768046341e+00,-1.233844140752496266e+00,-1.891082129604785944e+00
6.173229564303944095e+00,-1.196341126728278415e+00,-1.879636691058002018e+00
6.204645490839841848e+00,-1.158055634001638579e+00,-1.866782345233001017e+00
6.236061417375739602e+00,-1.119004012770158596e+00,-1.852541202576722057e+00
6.267477343911637355e+00,-1.079204424302763643e+00,-1.836934847869116316e+00
