z,hybrid_u0,hybrid_u1
4.001537169725705390e+00,1.605805512997174667e+00,1.915906381195938701e+00
4.032883325575827627e+00,1.566824930752755973e+00,1.923294058967068842e+00
4.063659297353438227e+00,1.524896042957305964e+00,1.929463761910810593e+00
4.093856913559503319e+00,1.479843819026384288e+00,1.934355955481490863e+00
4.123467467710166368e+00,1.431484171655349691e+00,1.937904702334584117e+00
4.152481736995380146e+00,1.379625808673050402e+00,1.940037525095207105e+00
4.180890016078873117e+00,1.324073022075280326e+00,1.940675435658434367e+00
4.208682170116076371e+00,1.264629664242731044e+00,1.939733202599400741e+00
4.235847711683050854e+00,1.201104586763276361e+00,1.937119944483774114e+00
4.262375906820192739e+00,1.133318822995366348e+00,1.932740151985349764e+00
4.288255915670247553e+00,1.061114766148794075e+00,1.926495252309788020e+00
4.313476973046198815e+00,9.843675102920339537e-01,1.918285830287148830e+00
4.338028613468052797e+00,9.029983595701789323e-01,1.908014604560122507e+00
4.361900943488023152e+00,8.169902500413429580e-01,1.895590216152312379e+00
4.385084961221141775e+00,7.264044581225352903e-01,1.880931812207552678e+00
4.407572918739151469e+00,6.313975015587045547e-01,1.863974295029624750e+00
4.429358717397628098e+00,5.322366220770938794e-01,1.844673958744696973e+00
4.450438319612804783e+00,4.293117704426362424e-01,1.823014068845026703e+00
4.470810153888533200e+00,3.231417377183536943e-01,1.799009785579208209e+00
4.490475484270975315e+00,2.143721561648514462e-01,1.772711736908118008e+00
4.509438712419937545e+00,1.037636645130831231e-01,1.744207560950278735e+00
4.527707581589777597e+00,-7.830368900114924313e-03,1.713620897584753777e+00
4.545293257863741943e+00,-1.194956684188359514e-01,1.681107614695481534e+00
4.562210274751741679e+00,-2.302959071775134980e-01,1.646849458160813739e+00
4.578476341221481505e+00,-3.393147570388227452e-01,1.611045724839067939e+00
4.594112027838900936e+00,-4.456966233077456208e-01,1.573903868000455120e+00
4.609140358073753774e+00,-5.486817491152563564e-01,1.535630072868467089e+00
4.623586339663744660e+00,-6.476323807322627024e-01,1.496420760465725808e+00
4.637476473145497380e+00,-7.420482190790900212e-01,1.456455728855651000e+00
4.650838271598639828e+00,-8.315710395904449825e-01,1.415893304048495338e+00
4.663699818774239780e+00,-9.159797656824628653e-01,1.374867539406966488e+00
4.676089384049243236e+00,-9.951781934013427255e-01,1.333487241538599433e+00
4.688035103903280820e+00,-1.069177926063561657e+00,1.291836444560549246e+00
4.699564732164166259e+00,-1.138078971455528832e+00,1.249975900699602516e+00
4.710705455771162953e+00,-1.202050040148118004e+00,1.207945178955529775e+00
4.721483769355999449e+00,-1.261310030780944391e+00,1.165765033242685655e+00
4.731925400268755411e+00,-1.316111631612816746e+00,1.123439788664069683e+00
4.742055275338472597e+00,-1.366727491235715908e+00,1.080959579453632413e+00
4.751897521198484853e+00,-1.413439051762248599e+00,1.038302343728316313e+00
4.761475491033341001e+00,-1.456527897455972331e+00,9.954355346992556086e-01
4.770811811826549231e+00,-1.496269333628345688e+00,9.523175460852901786e-01
4.779928447414414805e+00,-1.532927849993420022e+00,9.088988740778075615e-01
4.788846773768431042e+00,-1.566754114879928661e+00,8.651230529353048926e-01
4.797587663882293185e+00,-1.597983170989791812e+00,8.209274095453742426e-01
4.806171580410234512e+00,-1.626833544182328728e+00,7.762436868964697201e-01
4.814618674792294328e+00,-1.653507023430755396e+00,7.309985894729915668e-01
4.822948892016598599e+00,-1.678188916054140112e+00,6.851143066160683137e-01
4.831182080417534941e+00,-1.701048623972819973e+00,6.385090738021492740e-01
4.839338105994946737e+00,-1.722240422478410471e+00,5.910978370162353057e-01
4.847436970658839606e+00,-1.741904352522217758e+00,5.427930918696669549e-01
4.855498933546087414e+00,-1.760167161195781871e+00,4.935059761926004485e-01
4.863544634102295205e+00,-1.777143243640954662e+00,4.431477011656390630e-01
4.871595214954655084e+00,-1.792935553948990846e+00,3.916314093722527145e-01
4.879672441706723873e+00,-1.807636463550070571e+00,3.388745450774965362e-01
4.887798815666847929e+00,-1.821328553946724327e+00,2.848018080122332596e-01
4.895997674214972228e+00,-1.834085337094625512e+00,2.293487314403096222e-01
4.904293272107941526e+00,-1.845971901851682695e+00,1.724658725725080888e-01
4.912710835684524824e+00,-1.857045489137911121e+00,1.141235240788472383e-01
4.921276580912139487e+00,-1.867356002065817311e+00,5.431674899397066769e-02
4.930017685856689980e+00,-1.876946460439229414e+00,-6.929585769487147870e-03
4.938962208847068602e+00,-1.885853411625551201e+00,-6.955623313474262881e-02
4.948138945713929537e+00,-1.894107311662305282e+00,-1.334660096272213825e-01
4.957577223228251562e+00,-1.901732891223540722e+00,-1.985218682891577435e-01
4.967306631179538634e+00,-1.908749520388109522e+00,-2.645471585231556899e-01
4.977356701941669570e+00,-1.915171583791214216e+00,-3.313284582769078779e-01
4.987756552973632296e+00,-1.921008873752348300e+00,-3.986210752545014668e-01
4.998534513292685943e+00,-1.926267003780041787e+00,-4.661569504076748527e-01
5.009717758321064807e+00,-1.930947839229399943e+00,-5.336543330218533887e-01
5.021331977769647459e+00,-1.935049936794179803e+00,-6.008283191850222194e-01
5.033401098155085407e+00,-1.938568980847253265e+00,-6.674012247739569137e-01
5.045947075677235993e+00,-1.941498202978559462e+00,-7.331118285694977477e-01
5.058989767651034697e+00,-1.943828771529435784e+00,-7.977227470230431328e-01
5.072546882901688647e+00,-1.945550140143301299e+00,-8.610255246808666829e-01
5.086634004781150686e+00,-1.946650347699158345e+00,-9.228433625266955209e-01
5.101264675608064181e+00,-1.947116265730246321e+00,-9.830316907944455229e-01
5.116450528692963573e+00,-1.946933792920562789e+00,-1.041476982046971145e+00
5.132201453522905688e+00,-1.946087999094046950e+00,-1.098094285711646245e+00
5.148525780674119368e+00,-1.944563223078118019e+00,-1.152823962808247060e+00
5.165430475010476918e+00,-1.942343129942398328e+00,-1.205628037793795571e+00
5.182921328161527619e+00,-1.939410733516023555e+00,-1.256486493038057484e+00
5.201003143733434086e+00,-1.935748389958619198e+00,-1.305393734351366408e+00
5.219679910917804477e+00,-1.931337767688891427e+00,-1.352355368666735336e+00
5.238954963991292679e+00,-1.926159798321335437e+00,-1.397385364968350085e+00
5.258831126606947848e+00,-1.920194612546724411e+00,-1.440503618559654253e+00
5.279310840794723347e+00,-1.913421464197674116e+00,-1.481733904984286809e+00
5.300396281272025334e+00,-1.905818645115873844e+00,-1.521102189982040498e+00
5.322089456086336767e+00,-1.897363392907341684e+00,-1.558635252109393798e+00
5.344392294835554225e+00,-1.888031793245542156e+00,-1.594359571798654063e+00
5.367306725796109568e+00,-1.877798678058302473e+00,-1.628300442068142173e+00
5.390834743277964414e+00,-1.866637520708015252e+00,-1.660481259921769981e+00
5.414978466453756134e+00,-1.854520329138380497e+00,-1.690922962396282037e+00
5.439740190800709030e+00,-1.841417537908131674e+00,-1.719643576408334651e+00
5.465122433164625981e+00,-1.827297900057863078e+00,-1.746657856545133392e+00
5.491127971316267065e+00,-1.812128379857024241e+00,-1.771976989489439269e+00
5.517759878727695799e+00,-1.795874047653838401e+00,-1.795608347779753533e+00
5.545021555153181403e+00,-1.778497978303130278e+00,-1.817555279077860853e+00
5.572916753457120009e+00,-1.759961154979814868e+00,-1.837816920098011897e+00
5.601449602990043353e+00,-1.740222380605391583e+00,-1.856388026919553180e+00
5.630624629671878267e+00,-1.719238199629455233e+00,-1.873258815642644404e+00
5.660446772798088944e+00,-1.696962833527637438e+00,-1.888414809341487421e+00
5.690921398436405099e+00,-1.673348134114076791e+00,-1.901836689104176248e+00
5.722054309128925098e+00,-1.648343559635360389e+00,-1.913500148702177217e+00
5.753851749453035680e+00,-1.621896179641457936e+00,-1.923375754177545360e+00
5.786320406824867035e+00,-1.593950715877673563e+00,-1.931428811440125459e+00
5.819467406748646710e+00,-1.564449628081590271e+00,-1.937619246890641023e+00
5.853300301524458682e+00,-1.533333256109440157e+00,-1.941901508184190384e+00
5.887827051226346420e+00,-1.500540034771602915e+00,-1.944224494575061746e+00
5.923055995553272446e+00,-1.466006809525437493e+00,-1.944531528904315465e+00
5.958995814939431312e+00,-1.429669312074382415e+00,-1.942760386348028723e+00
5.995655479084899930e+00,-1.391462937838622071e+00,-1.938843398962136755e+00
6.033044180812672685e+00,-1.351324184234439230e+00,-1.932707661192986981e+00
6.071171252789944184e+00,-1.309193644632259179e+00,-1.924275373969429381e+00
6.110046063890392176e+00,-1.265022660539816268e+00,-1.913464395143983587e+00
6.149677889996413960e+00,-1.218788131028486710e+00,-1.900189140033102353e+00
6.190075748672684952e+00,-1.170523985327100114e+00,-1.884362156956516321e+00
6.231248173393874268e+00,-1.120382296280993950e+00,-1.865897089574070744e+00
6.273202871217187671e+00,-1.068727752489463168e+00,-1.844714417422541830e+00
