z,mol_u0,mol_u1
5.324999547834699420e+00,-1.013113108347676872e-01,2.137330862527452363e-05
5.356415474370598062e+00,-9.694934862695005207e-02,1.849136516543435876e-05
5.387831400906495816e+00,-9.248342373100960911e-02,1.583165298315792992e-05
5.419247327442393569e+00,-8.794987243022271695e-02,1.340973764880201050e-05
5.450663253978291323e+00,-8.338278636741459915e-02,1.122894142893036840e-05
5.482079180514189076e+00,-7.881386534216194839e-02,9.284744227833329481e-06
5.513495107050087718e+00,-7.427230631539756545e-02,7.568223004036259609e-06
5.544911033585985471e+00,-6.978472670755848928e-02,6.068496980132338794e-06
5.576326960121883225e+00,-6.537512001083632673e-02,4.774168650609903910e-06
5.607742886657780979e+00,-6.106484167464108076e-02,3.673824849621307261e-06
5.639158813193678732e+00,-5.687262315998823509e-02,2.755776283329254823e-06
5.670574739729577374e+00,-5.281461199026594305e-02,2.007334996907779748e-06
5.701990666265475127e+00,-4.890443555261909242e-02,1.414010384946191187e-06
5.733406592801372881e+00,-4.515328632829630068e-02,9.590018437738053208e-07
5.764822519337270634e+00,-4.157002615588685501e-02,6.232603787820001715e-07
5.796238445873168388e+00,-3.816130706383243781e-02,3.862017307835865593e-07
5.827654372409067030e+00,-3.493170615402813040e-02,2.269370596073077122e-07
5.859070298944964783e+00,-3.188387198288816782e-02,1.257187910477872681e-07
5.890486225480862537e+00,-2.901867987565150825e-02,6.523934645659633011e-08
5.921902152016760290e+00,-2.633539362872728412e-02,3.148676562504658628e-08
5.953318078552658044e+00,-2.383183110700986401e-02,1.401963670453602932e-08
5.984734005088556685e+00,-2.150453133028283267e-02,5.705196831294338152e-09
6.016149931624454439e+00,-1.934892076534279123e-02,2.098603454672625857e-09
6.047565858160352192e+00,-1.735947669689177214e-02,6.885066967909680298e-10
6.078981784696249946e+00,-1.552988573757433516e-02,1.981385380230455585e-10
6.110397711232147699e+00,-1.385319575137679109e-02,4.895258001208859782e-11
6.141813637768046341e+00,-1.232195969946697084e-02,1.008605603360785922e-11
6.173229564303944095e+00,-1.092837016713757957e-02,1.662313535554457098e-12
6.204645490839841848e+00,-9.664383588091747523e-03,2.052876649336392150e-13
6.236061417375739602e+00,-8.521833441055864933e-03,1.687193391371546120e-14
6.267477343911637355e+00,-7.492531947031055330e-03,6.915621801597197229e-16
