z,hybrid_u0,hybrid_u1,hybrid_u2
5.936503988619294958e+00,-7.751388332108107015e-02,1.905431282457606956e-01,2.768227193861352853e-01
5.967919915155192712e+00,-7.308013697451071211e-02,1.784077743661999782e-01,2.600459329563739597e-01
5.999335841691091353e+00,-6.871351036161708892e-02,1.667746419841089067e-01,2.436777840692092023e-01
6.030751768226989107e+00,-6.442166084555814298e-02,1.556817182668117083e-01,2.277985509810510067e-01
6.062167694762886860e+00,-6.021332361897892976e-02,1.451571609984107225e-01,2.124757526784118444e-01
6.093583621298784614e+00,-5.609811401621844079e-02,1.352198666546502170e-01,1.977644084344882536e-01
6.124999547834682367e+00,-5.208635329225396599e-02,1.258801226779932836e-01,1.837074132274787441e-01
6.156415474370581009e+00,-4.818890747935560687e-02,1.171403531229484180e-01,1.703360015269358707e-01
6.187831400906478763e+00,-4.441684509618432780e-02,1.089960821088594295e-01,1.576703393518206209e-01
6.219247327442376516e+00,-4.078025202403744165e-02,1.014378230778761464e-01,1.457201678307966375e-01
6.250663253978274270e+00,-3.728351778607059269e-02,9.445631401330070731e-02,1.344857334161328188e-01
6.282079180514172023e+00,-3.391001182424756982e-02,8.805827733756790843e-02,1.239588775142272253e-01
