z,reference_u0,reference_u1,reference_u2
6.330658262833832595e-01,-1.079339590857062619e-03,4.610590966932510970e-03,-5.689930557789574239e-03
6.333450789637022904e-01,-1.066581265150595313e-03,4.623168909859271675e-03,-5.689750175009867204e-03
6.336243316440214324e-01,-1.053798562261788665e-03,4.635760025597371499e-03,-5.689558587859160597e-03
6.339035843243405743e-01,-1.040991457778191230e-03,4.648364320142144880e-03,-5.689355777920336761e-03
6.341828370046596053e-01,-1.028159927278950517e-03,4.660981799484927718e-03,-5.689141726763879102e-03
6.344620896849787473e-01,-1.015303946334836400e-03,4.673612469613075589e-03,-5.688916415947911989e-03
6.347413423652977782e-01,-1.002423490508298374e-03,4.686256336509892623e-03,-5.688679827018191214e-03
6.350205950456169202e-01,-9.895185353534299844e-04,4.698913406154679208e-03,-5.688431941508110060e-03
6.352998477259359511e-01,-9.765890564159998392e-04,4.711583684522699898e-03,-5.688172740938700171e-03
6.355791004062550931e-01,-9.636350292334807744e-04,4.724267177585166066e-03,-5.687902206818647166e-03
6.358583530865741240e-01,-9.506564293350379261e-04,4.736963891309252384e-03,-5.687620320644290635e-03
6.361376057668932660e-01,-9.376532322415625587e-04,4.749673831658068196e-03,-5.687327063899631080e-03
6.364168584472124079e-01,-9.246254134656675108e-04,4.762397004590655791e-03,-5.687022418056323844e-03
6.366961111275314389e-01,-9.115729485117524643e-04,4.775133416061967846e-03,-5.686706364573721612e-03
6.369753638078505809e-01,-8.984958128759194850e-04,4.787883072022901254e-03,-5.686378884898821498e-03
6.372546164881696118e-01,-8.853939820460990070e-04,4.800645978420228603e-03,-5.686039960466328369e-03
6.375338691684887538e-01,-8.722674315019840214e-04,4.813422141196645881e-03,-5.685689572698630553e-03
6.378131218488077847e-01,-8.591161367150865636e-04,4.826211566290720435e-03,-5.685327703005807649e-03
6.380923745291269267e-01,-8.459400731487361951e-04,4.839014259636903112e-03,-5.684954332785640066e-03
6.383716272094459576e-01,-8.327392162581056991e-04,4.851830227165517852e-03,-5.684569443423623768e-03
6.386508798897650996e-01,-8.195135414901900473e-04,4.864659474802756484e-03,-5.684173016292946856e-03
6.389301325700842416e-01,-8.062630242838536706e-04,4.877502008470667449e-03,-5.683765032754521662e-03
6.392093852504032725e-01,-7.929876400698840193e-04,4.890357834087128916e-03,-5.683345474157013369e-03
6.394886379307224145e-01,-7.796873642708975621e-04,4.903226957565874795e-03,-5.682914321836773225e-03
6.397678906110414454e-01,-7.663621723014769384e-04,4.916109384816448775e-03,-5.682471557117926148e-03
6.400471432913605874e-01,-7.530120395680540805e-04,4.929005121744249422e-03,-5.682017161312303936e-03
6.403263959716796183e-01,-7.396369414690781574e-04,4.941914174250433035e-03,-5.681551115719512060e-03
6.406056486519987603e-01,-7.262368533948921918e-04,4.954836548232013395e-03,-5.681073401626906237e-03
6.408849013323177912e-01,-7.128117507278167609e-04,4.967772249581762015e-03,-5.680584000309579426e-03
6.411641540126369332e-01,-6.993616088421845825e-04,4.980721284188249776e-03,-5.680082893030434683e-03
6.414434066929560752e-01,-6.858864031042741618e-04,4.993683657935825242e-03,-5.679570061040100162e-03
6.417226593732751061e-01,-6.723861088724078028e-04,5.006659376704592976e-03,-5.679045485577001104e-03
6.420019120535942481e-01,-6.588607014969035790e-04,5.019648446370443030e-03,-5.678509147867346826e-03
6.422811647339132790e-01,-6.453101563201535038e-04,5.032650872804986762e-03,-5.677961029125141133e-03
6.425604174142324210e-01,-6.317344486765717054e-04,5.045666661875602803e-03,-5.677401110552175376e-03
6.428396700945514519e-01,-6.181335538926750924e-04,5.058695819445372874e-03,-5.676829373338048400e-03
6.431189227748705939e-01,-6.045074472870151563e-04,5.071738351373140767e-03,-5.676245798660156140e-03
6.433981754551896248e-01,-5.908561041703004873e-04,5.084794263513431681e-03,-5.675650367683731518e-03
6.436774281355087668e-01,-5.771794998452988703e-04,5.097863561716510332e-03,-5.675043061561808877e-03
6.439566808158279088e-01,-5.634776096069308519e-04,5.110946251828321109e-03,-5.674423861435251744e-03
6.442359334961469397e-01,-5.497504087422648610e-04,5.124042339690487204e-03,-5.673792748432751956e-03
6.445151861764660817e-01,-5.359978725305137399e-04,5.137151831140353113e-03,-5.673149703670866094e-03
6.447944388567851126e-01,-5.222199762430797384e-04,5.150274732010888361e-03,-5.672494708253967774e-03
6.450736915371042546e-01,-5.084166951435155910e-04,5.163411048130773368e-03,-5.671827743274288416e-03
6.453529442174232855e-01,-4.945880044876365149e-04,5.176560785324299703e-03,-5.671148789811936326e-03
6.456321968977424275e-01,-4.807338795234101635e-04,5.189723949411440343e-03,-5.670457828934849856e-03
6.459114495780615695e-01,-4.668542954910997957e-04,5.202900546207782882e-03,-5.669754841698882407e-03
6.461907022583806004e-01,-4.529492276231676727e-04,5.216090581524560760e-03,-5.669039809147727836e-03
6.464699549386997424e-01,-4.390186511443580544e-04,5.229294061168617697e-03,-5.668312712312975100e-03
6.467492076190187733e-01,-4.250625412716758401e-04,5.242510990942418105e-03,-5.667573532214093511e-03
6.470284602993379153e-01,-4.110808732144484771e-04,5.255741376644028004e-03,-5.666822249858476102e-03
6.473077129796569462e-01,-3.970736221742997762e-04,5.268985224067093340e-03,-5.666058846241392791e-03
6.475869656599760882e-01,-3.830407633451520270e-04,5.282242539000877278e-03,-5.665283302346028546e-03
6.478662183402951191e-01,-3.689822719133182627e-04,5.295513327230179541e-03,-5.664495599143497262e-03
6.481454710206142611e-01,-3.548981230574071760e-04,5.308797594535407532e-03,-5.663695717592814004e-03
6.484247237009334031e-01,-3.407882919484420559e-04,5.322095346692503476e-03,-5.662883638640945315e-03
6.487039763812524340e-01,-3.266527537497933504e-04,5.335406589472964367e-03,-5.662059343222757175e-03
6.489832290615715760e-01,-3.124914836172682214e-04,5.348731328643839371e-03,-5.661222812261106942e-03
6.492624817418906069e-01,-2.983044566990575817e-04,5.362069569967703800e-03,-5.660374026666760948e-03
6.495417344222097489e-01,-2.840916481357862937e-04,5.375421319202660850e-03,-5.659512967338446547e-03
6.498209871025287798e-01,-2.698530330605451526e-04,5.388786582102330323e-03,-5.658639615162876398e-03
6.501002397828479218e-01,-2.555885865988644871e-04,5.402165364415839957e-03,-5.657753951014704227e-03
6.503794924631669527e-01,-2.412982838687607521e-04,5.415557671887800267e-03,-5.656855955756560396e-03
6.506587451434860947e-01,-2.269820999807454468e-04,5.428963510258346184e-03,-5.655945610239090926e-03
6.509379978238052367e-01,-2.126400100378168204e-04,5.442382885263066794e-03,-5.655022895300882910e-03
6.512172505041242676e-01,-1.982719891355199369e-04,5.455815802633019219e-03,-5.654087791768539102e-03
6.514965031844434096e-01,-1.838780123619148266e-04,5.469262268094754638e-03,-5.653140280456669248e-03
6.517757558647624405e-01,-1.694580547976401019e-04,5.482722287370250629e-03,-5.652180342167890080e-03
6.520550085450815825e-01,-1.550120915158866919e-04,5.496195866176943265e-03,-5.651207957692829659e-03
6.523342612254006134e-01,-1.405400975824238371e-04,5.509683010227710634e-03,-5.650223107810134308e-03
6.526135139057197554e-01,-1.260420480556374964e-04,5.523183725230845081e-03,-5.649225773286482497e-03
6.528927665860387863e-01,-1.115179179865200069e-04,5.536698016890072294e-03,-5.648215934876591772e-03
6.531720192663579283e-01,-9.696768241869222870e-05,5.550225890904528746e-03,-5.647193573323220500e-03
6.534512719466770703e-01,-8.239131638841075487e-05,5.563767352968746957e-03,-5.646158669357157454e-03
6.537305246269961012e-01,-6.778879492464578418e-05,5.577322408772649419e-03,-5.645111203697294674e-03
6.540097773073152432e-01,-5.316009304897344634e-05,5.590891064001563340e-03,-5.644051157050536394e-03
6.542890299876342741e-01,-3.850518577571551498e-05,5.604473324336166871e-03,-5.642978510111882305e-03
6.545682826679534161e-01,-2.382404811186321871e-05,5.618069195452541145e-03,-5.641893243564404144e-03
6.548475353482724470e-01,-9.116655057179462796e-06,5.631678683022080072e-03,-5.640795338079259563e-03
6.551267880285915890e-01,5.617018395859623763e-06,5.645301792711559727e-03,-5.639684774315699943e-03
6.554060407089106199e-01,2.037699726203164803e-05,5.658938530183093250e-03,-5.638561532921061714e-03
6.556852933892297619e-01,3.516330656331348041e-05,5.672588901094117834e-03,-5.637425594530803656e-03
6.559645460695489039e-01,4.997597132893262555e-05,5.686252911097406867e-03,-5.636276939768473937e-03
6.562437987498679348e-01,6.481501659526889617e-05,5.699930565841031770e-03,-5.635115549245763023e-03
6.565230514301870768e-01,7.968046740591377399e-05,5.713621870968388881e-03,-5.633941403562475053e-03
6.568023041105061077e-01,9.457234881159628083e-05,5.727326832118152626e-03,-5.632754483306557335e-03
6.570815567908252497e-01,1.094906858702309816e-04,5.741045454924312806e-03,-5.631554769054081255e-03
6.573608094711442806e-01,1.244355036468308348e-04,5.754777745016102612e-03,-5.630342241369271777e-03
6.576400621514634226e-01,1.394068272135468608e-04,5.768523708018067145e-03,-5.629116880804520447e-03
6.579193148317824535e-01,1.544046816496135930e-04,5.782283349549978413e-03,-5.627878667900364576e-03
6.581985675121015955e-01,1.694290920413600685e-04,5.796056675226882171e-03,-5.626627583185521940e-03
6.584778201924207375e-01,1.844800834821809618e-04,5.809843690659070164e-03,-5.625363607176889040e-03
6.587570728727397684e-01,1.995576810725241163e-04,5.823644401452047169e-03,-5.624086720379522890e-03
6.590363255530589104e-01,2.146619099199027140e-04,5.837458813206588236e-03,-5.622796903286685251e-03
6.593155782333779413e-01,2.297927951387885367e-04,5.851286931518645887e-03,-5.621494136379857377e-03
6.595948309136970833e-01,2.449503618507083234e-04,5.865128761979394346e-03,-5.620178400128685373e-03
6.598740835940161142e-01,2.601346351841362183e-04,5.878984310175209595e-03,-5.618849674991072997e-03
6.601533362743352562e-01,2.753456402745783384e-04,5.892853581687677172e-03,-5.617507941413098400e-03
6.604325889546542871e-01,2.905834022644386842e-04,5.906736582093529732e-03,-5.616153179829090451e-03
6.607118416349734291e-01,3.058479463030797747e-04,5.920633316964715558e-03,-5.614785370661635674e-03
6.609910943152925711e-01,3.211392975468209659e-04,5.934543791868321372e-03,-5.613404494321500189e-03
6.612703469956116020e-01,3.364574811588181592e-04,5.948468012366581875e-03,-5.612010531207763282e-03
6.615495996759307440e-01,3.518025223091992182e-04,5.962405984016922247e-03,-5.610603461707722867e-03
6.618288523562497749e-01,3.671744461748872976e-04,5.976357712371854931e-03,-5.609183266196967471e-03
6.621081050365689169e-01,3.825732779397541497e-04,5.990323202979073308e-03,-5.607749925039318996e-03
6.623873577168879478e-01,3.979990427944116323e-04,6.004302461381343277e-03,-5.606303418586931590e-03
6.626666103972070898e-01,4.134517659363835546e-04,6.018295493116583052e-03,-5.604843727180198847e-03
6.629458630775261208e-01,4.289314725699368671e-04,6.032302303717781630e-03,-5.603370831147844872e-03
6.632251157578452627e-01,4.444381879061955567e-04,6.046322898713062978e-03,-5.601884710806867042e-03
6.635043684381644047e-01,4.599719371630131451e-04,6.060357283625596690e-03,-5.600385346462584575e-03
6.637836211184834356e-01,4.755327455650162731e-04,6.074405463973655238e-03,-5.598872718408638531e-03
6.640628737988025776e-01,4.911206383435941843e-04,6.088467445270584477e-03,-5.597346806926990076e-03
6.643421264791216085e-01,5.067356407368215840e-04,6.102543233024742934e-03,-5.595807592287921350e-03
6.646213791594407505e-01,5.223777779895297626e-04,6.116632832739618900e-03,-5.594255054750089245e-03
6.649006318397597814e-01,5.380470753532046266e-04,6.130736249913661291e-03,-5.592689174560456881e-03
6.651798845200789234e-01,5.537435580860555458e-04,6.144853490040420169e-03,-5.591109931954364731e-03
6.654591372003979544e-01,5.694672514528930545e-04,6.158984558608420964e-03,-5.589517307155528018e-03
6.657383898807170963e-01,5.852181807252433438e-04,6.173129461101234741e-03,-5.587911280375991614e-03
6.660176425610362383e-01,6.009963711811898597e-04,6.187288202997419211e-03,-5.586291831816228917e-03
6.662968952413552692e-01,6.168018481054738083e-04,6.201460789770543020e-03,-5.584658941665068994e-03
6.665761479216744112e-01,6.326346367894224903e-04,6.215647226889163199e-03,-5.583012590099739950e-03
6.668554006019934421e-01,6.484947625309403019e-04,6.229847519816818224e-03,-5.581352757285876730e-03
6.671346532823125841e-01,6.643822506344778354e-04,6.244061674012004598e-03,-5.579679423377525462e-03
6.674139059626316151e-01,6.802971264110434799e-04,6.258289694928187256e-03,-5.577992568517142584e-03
6.676931586429507570e-01,6.962394151781834718e-04,6.272531588013805642e-03,-5.576292172835620869e-03
6.679724113232697880e-01,7.122091422599181442e-04,6.286787358712204316e-03,-5.574578216452285087e-03
6.682516640035889299e-01,7.282063329868288795e-04,6.301057012461708413e-03,-5.572850679474878124e-03
6.685309166839080719e-01,7.442310126959089233e-04,6.315340554695539517e-03,-5.571109541999629509e-03
6.688101693642271028e-01,7.602832067306433987e-04,6.329637990841844274e-03,-5.569354784111199899e-03
6.690894220445462448e-01,7.763629404409452296e-04,6.343949326323671846e-03,-5.567586385882725315e-03
6.693686747248652757e-01,7.924702391831761747e-04,6.358274566558997330e-03,-5.565804327375819746e-03
6.696479274051844177e-01,8.086051283200942430e-04,6.372613716960659307e-03,-5.564008588640563871e-03
6.699271800855034487e-01,8.247676332208565136e-04,6.386966782936397136e-03,-5.562199149715539755e-03
6.702064327658225906e-01,8.409577792609858500e-04,6.401333769888817998e-03,-5.560375990627830847e-03
6.704856854461416216e-01,8.571755918223800076e-04,6.415714683215386488e-03,-5.558539091393005505e-03
6.707649381264607635e-01,8.734210962932701088e-04,6.430109528308442825e-03,-5.556688432015171632e-03
6.710441908067799055e-01,8.896943180682106685e-04,6.444518310555155151e-03,-5.554823992486943723e-03
6.713234434870989364e-01,9.059952825480730885e-04,6.458941035337532541e-03,-5.552945752789458476e-03
6.716026961674180784e-01,9.223240151400227812e-04,6.473377708032439747e-03,-5.551053692892415556e-03
6.718819488477371094e-01,9.386805412574716814e-04,6.487828334011516533e-03,-5.549147792754043768e-03
6.721612015280562513e-01,9.550648863201134826e-04,6.502292918641249669e-03,-5.547228032321134886e-03
6.724404542083752823e-01,9.714770757538906780e-04,6.516771467282920019e-03,-5.545294391529028040e-03
6.727197068886944242e-01,9.879171349909431684e-04,6.531263985292596469e-03,-5.543346850301652216e-03
6.729989595690135662e-01,1.004385089469651523e-03,6.545770478021149807e-03,-5.541385388551496767e-03
6.732782122493325971e-01,1.020880964634536363e-03,6.560290950814202417e-03,-5.539409986179665187e-03
6.735574649296517391e-01,1.037404785936353342e-03,6.574825409012173376e-03,-5.537420623075818733e-03
6.738367176099707700e-01,1.053956578831917500e-03,6.589373857950190858e-03,-5.535417279118271840e-03
6.741159702902899120e-01,1.070536368784302328e-03,6.603936302958206619e-03,-5.533399934173902773e-03
6.743952229706089430e-01,1.087144181262593001e-03,6.618512749360838145e-03,-5.531368568098243843e-03
6.746744756509280849e-01,1.103780041742051824e-03,6.633103202477495276e-03,-5.529323160735442368e-03
6.749537283312471159e-01,1.120443975703976861e-03,6.647707667622266593e-03,-5.527263691918288431e-03
6.752329810115662578e-01,1.137136008635766761e-03,6.662326150103980993e-03,-5.525190141468213148e-03
6.755122336918853998e-01,1.153856166030862865e-03,6.676958655226166925e-03,-5.523102489195303409e-03
6.757914863722044307e-01,1.170604473388712130e-03,6.691605188287035044e-03,-5.521000714898321830e-03
6.760707390525235727e-01,1.187380956214844100e-03,6.706265754579512905e-03,-5.518884798364667721e-03
6.763499917328426037e-01,1.204185640020703080e-03,6.720940359391179043e-03,-5.516754719370475096e-03
6.766292444131617456e-01,1.221018550323776279e-03,6.735629008004293330e-03,-5.514610457680516400e-03
6.769084970934807766e-01,1.237879712647474125e-03,6.750331705695758813e-03,-5.512451993048284038e-03
6.771877497737999185e-01,1.254769152521196173e-03,6.765048457737172019e-03,-5.510279305215974761e-03
6.774670024541189495e-01,1.271686895480225081e-03,6.779779269394721475e-03,-5.508092373914495743e-03
6.777462551344380914e-01,1.288632967065793172e-03,6.794524145929280515e-03,-5.505891178863486259e-03
6.780255078147572334e-01,1.305607392825006543e-03,6.809283092596304932e-03,-5.503675699771296871e-03
6.783047604950762643e-01,1.322610198310835089e-03,6.824056114645877212e-03,-5.501445916335041472e-03
6.785840131753954063e-01,1.339641409082153491e-03,6.838843217322716946e-03,-5.499201808240561720e-03
6.788632658557144373e-01,1.356701050703599826e-03,6.853644405866085414e-03,-5.496943355162484286e-03
6.791425185360335792e-01,1.373789148745742763e-03,6.868459685509904419e-03,-5.494670536764161006e-03
6.794217712163526102e-01,1.390905728784837822e-03,6.883289061482607968e-03,-5.492383332697769495e-03
6.797010238966717521e-01,1.408050816403022759e-03,6.898132539007248952e-03,-5.490081722604225542e-03
6.799802765769907831e-01,1.425224437188144736e-03,6.912990123301409814e-03,-5.487765686113263777e-03
6.802595292573099250e-01,1.442426616733847710e-03,6.927861819577261528e-03,-5.485435202843412517e-03
6.805387819376290670e-01,1.459657380639475506e-03,6.942747633041485532e-03,-5.483090252402009375e-03
6.808180346179480980e-01,1.476916754510119306e-03,6.957647568895324909e-03,-5.480730814385204736e-03
6.810972872982672399e-01,1.494204763956549992e-03,6.972561632334547087e-03,-5.478356868377996444e-03
6.813765399785862709e-01,1.511521434595208607e-03,6.987489828549401337e-03,-5.475968393954191646e-03
6.816557926589054128e-01,1.528866792048238013e-03,7.002432162724707247e-03,-5.473565370676468367e-03
6.819350453392244438e-01,1.546240861943362329e-03,7.017388640039725484e-03,-5.471147778096362504e-03
6.822142980195435857e-01,1.563643669914043487e-03,7.032359265668261007e-03,-5.468715595754216653e-03
6.824935506998626167e-01,1.581075241599222110e-03,7.047344044778552918e-03,-5.466268803179330157e-03
6.827728033801817586e-01,1.598535602643534571e-03,7.062342982533355989e-03,-5.463807379889820334e-03
6.830520560605009006e-01,1.616024778697122601e-03,7.077356084089847857e-03,-5.461331305392723955e-03
6.833313087408199316e-01,1.633542795415738897e-03,7.092383354599702747e-03,-5.458840559183962549e-03
6.836105614211390735e-01,1.651089678460617880e-03,7.107424799208999534e-03,-5.456335120748380570e-03
6.838898141014581045e-01,1.668665453498582602e-03,7.122480423058305012e-03,-5.453814969559721108e-03
6.841690667817772464e-01,1.686270146201891001e-03,7.137550231282569803e-03,-5.451280085080677934e-03
6.844483194620962774e-01,1.703903782248312234e-03,7.152634229011176938e-03,-5.448730446762863402e-03
6.847275721424154193e-01,1.721566387321105856e-03,7.167732421367943585e-03,-5.446166034046837079e-03
6.850068248227344503e-01,1.739257987108938988e-03,7.182844813471049063e-03,-5.443586826362109207e-03
6.852860775030535923e-01,1.756978607305944001e-03,7.197971410433107696e-03,-5.440992803127162394e-03
6.855653301833727342e-01,1.774728273611638494e-03,7.213112217361085550e-03,-5.438383943749446406e-03
6.858445828636917652e-01,1.792507011730954574e-03,7.228267239356341196e-03,-5.435760227625385972e-03
6.861238355440109071e-01,1.810314847374164694e-03,7.243436481514582345e-03,-5.433121634140416351e-03
6.864030882243299381e-01,1.828151806256941934e-03,7.258619948925891865e-03,-5.430468142668948631e-03
6.866823409046490800e-01,1.846017914100276085e-03,7.273817646674697428e-03,-5.427799732574420041e-03
6.869615935849681110e-01,1.863913196630483408e-03,7.289029579839756759e-03,-5.425116383209272267e-03
6.872408462652872529e-01,1.881837679579185596e-03,7.304255753494171520e-03,-5.422418073914985273e-03
6.875200989456062839e-01,1.899791388683270531e-03,7.319496172705347407e-03,-5.419704784022075575e-03
6.877993516259254259e-01,1.917774349684916568e-03,7.334750842535025378e-03,-5.416976492850106642e-03
6.880786043062445678e-01,1.935786588331547212e-03,7.350019768039237414e-03,-5.414233179707688033e-03
6.883578569865635988e-01,1.953828130375781687e-03,7.365302954268283971e-03,-5.411474823892500549e-03
6.886371096668827407e-01,1.971899001575510169e-03,7.380600406266813775e-03,-5.408701404691301437e-03
6.889163623472017717e-01,1.989999227693751982e-03,7.395912129073690250e-03,-5.405912901379936533e-03
6.891956150275209136e-01,2.008128834498739725e-03,7.411238127722073916e-03,-5.403109293223332457e-03
6.894748677078399446e-01,2.026287847763849886e-03,7.426578407239384227e-03,-5.400290559475532173e-03
6.897541203881590866e-01,2.044476293267607180e-03,7.441932972647283089e-03,-5.397456679379674174e-03
6.900333730684781175e-01,2.062694196793643780e-03,7.457301828961679195e-03,-5.394607632168034114e-03
6.903126257487972595e-01,2.080941584130701055e-03,7.472684981192716756e-03,-5.391743397062013533e-03
6.905918784291164014e-01,2.099218481072601377e-03,7.488082434344752944e-03,-5.388863953272150266e-03
6.908711311094354324e-01,2.117524913418193482e-03,7.503494193416342280e-03,-5.385969279998147063e-03
6.911503837897545743e-01,2.135860906971440501e-03,7.518920263400289544e-03,-5.383059356428847309e-03
6.914296364700736053e-01,2.154226487541269913e-03,7.534360649283551765e-03,-5.380134161742280118e-03
6.917088891503927472e-01,2.172621680941662012e-03,7.549815356047311077e-03,-5.377193675105647330e-03
6.919881418307117782e-01,2.191046512991556231e-03,7.565284388666894053e-03,-5.374237875675335653e-03
6.922673945110309202e-01,2.209501009514868494e-03,7.580767752111811607e-03,-5.371266742596941812e-03
6.925466471913499511e-01,2.227985196340471694e-03,7.596265451345744248e-03,-5.368280255005270819e-03
6.928258998716690931e-01,2.246499099302179218e-03,7.611777491326498710e-03,-5.365278392024317757e-03
6.931051525519882350e-01,2.265042744238719794e-03,7.627303877006056526e-03,-5.362261132767334564e-03
6.933844052323072660e-01,2.283616156993685878e-03,7.642844613330505507e-03,-5.359228456336817895e-03
6.936636579126264079e-01,2.302219363415587867e-03,7.658399705240064026e-03,-5.356180341824474424e-03
6.939429105929454389e-01,2.320852389357740912e-03,7.673969157669056733e-03,-5.353116768311314520e-03
6.942221632732645809e-01,2.339515260678371161e-03,7.689552975545954454e-03,-5.350037714867580257e-03
6.945014159535836118e-01,2.358208003240474387e-03,7.705151163793271842e-03,-5.346943160552795719e-03
6.947806686339027538e-01,2.376930642911868896e-03,7.720763727327660184e-03,-5.343833084415789553e-03
6.950599213142217847e-01,2.395683205565145649e-03,7.736390671059815462e-03,-5.340707465494668078e-03
6.953391739945409267e-01,2.414465717077658290e-03,7.752031999894512179e-03,-5.337566282816851720e-03
6.956184266748600686e-01,2.433278203331530522e-03,7.767687718730610300e-03,-5.334409515399078476e-03
6.958976793551790996e-01,2.452120690213546381e-03,7.783357832460970245e-03,-5.331237142247422130e-03
6.961769320354982415e-01,2.470993203615305493e-03,7.799042345972559583e-03,-5.328049142357252355e-03
6.964561847158172725e-01,2.489895769432972413e-03,7.814741264146329858e-03,-5.324845494713356144e-03
6.967354373961364145e-01,2.508828413567489989e-03,7.830454591857287719e-03,-5.321626178289796429e-03
6.970146900764554454e-01,2.527791161924368164e-03,7.846182333974436804e-03,-5.318391172050067339e-03
6.972939427567745874e-01,2.546784040413799764e-03,7.861924495360807230e-03,-5.315140454947005731e-03
6.975731954370936183e-01,2.565807074950569866e-03,7.877681080873409625e-03,-5.311874005922838024e-03
6.978524481174127603e-01,2.584860291454074005e-03,7.893452095363264615e-03,-5.308591803909188875e-03
6.981317007977319022e-01,2.603943715848255729e-03,7.909237543675362928e-03,-5.305293827827106332e-03
6.984109534780509332e-01,2.623057374061607896e-03,7.925037430648642842e-03,-5.301980056587033210e-03
6.986902061583700752e-01,2.642201292027212579e-03,7.940851761116057839e-03,-5.298650469088842657e-03
6.989694588386891061e-01,2.661375495682585367e-03,7.956680539904453439e-03,-5.295305044221865903e-03
6.992487115190082481e-01,2.680580010969849276e-03,7.972523771834690368e-03,-5.291943760864839356e-03
6.995279641993272790e-01,2.699814863835484947e-03,7.988381461721498836e-03,-5.288566597886013021e-03
6.998072168796464210e-01,2.719080080230527104e-03,8.004253614373577422e-03,-5.285173534143049016e-03
7.000864695599654519e-01,2.738375686110384143e-03,8.020140234593515008e-03,-5.281764548483129131e-03
7.003657222402845939e-01,2.757701707434943948e-03,8.036041327177853230e-03,-5.278339619742907114e-03
7.006449749206037358e-01,2.777058170168447693e-03,8.051956896916968517e-03,-5.274898726748518223e-03
7.009242276009227668e-01,2.796445100279542750e-03,8.067886948595183114e-03,-5.271441848315639063e-03
7.012034802812419088e-01,2.815862523741226309e-03,8.083831486990681811e-03,-5.267968963249453768e-03
7.014827329615609397e-01,2.835310466530841043e-03,8.099790516875505011e-03,-5.264480050344661800e-03
7.017619856418800817e-01,2.854788954630084214e-03,8.115764043015602502e-03,-5.260975088385516987e-03
7.020412383221991126e-01,2.874298014024887112e-03,8.131752070170718966e-03,-5.257454056145830119e-03
7.023204910025182546e-01,2.893837670705563369e-03,8.147754603094501530e-03,-5.253916932388936860e-03
7.025997436828373965e-01,2.913407950666606003e-03,8.163771646534406096e-03,-5.250363695867796623e-03
7.028789963631564275e-01,2.933008879906799735e-03,8.179803205231711213e-03,-5.246794325324910177e-03
7.031582490434755695e-01,2.952640484429125585e-03,8.195849283921516348e-03,-5.243208799492389029e-03
7.034375017237946004e-01,2.972302790240806836e-03,8.211909887332748820e-03,-5.239607097091940682e-03
7.037167544041137424e-01,2.991995823353226641e-03,8.227985020188122167e-03,-5.235989196834893791e-03
7.039960070844327733e-01,3.011719609781960110e-03,8.244074687204144825e-03,-5.232355077422182546e-03
7.042752597647519153e-01,3.031474175546719236e-03,8.260178893091113181e-03,-5.228704717544391777e-03
7.045545124450709462e-01,3.051259546671326005e-03,8.276297642553078621e-03,-5.225038095881750881e-03
7.048337651253900882e-01,3.071075749183753163e-03,8.292430940287894361e-03,-5.221355191104139030e-03
7.051130178057092301e-01,3.090922809116039647e-03,8.308578790987142595e-03,-5.217655981871101648e-03
7.053922704860282611e-01,3.110800752504255026e-03,8.324741199336127551e-03,-5.213940446831870357e-03
7.056715231663474031e-01,3.130709605388598375e-03,8.340918170013958757e-03,-5.210208564625357780e-03
7.059507758466664340e-01,3.150649393813260372e-03,8.357109707693414005e-03,-5.206460313880151465e-03
7.062300285269855760e-01,3.170620143826415049e-03,8.373315817041015671e-03,-5.202695673214599754e-03
7.065092812073046069e-01,3.190621881480271843e-03,8.389536502717002964e-03,-5.198914621236729386e-03
7.067885338876237489e-01,3.210654632830998827e-03,8.405771769375304167e-03,-5.195117136544304473e-03
7.070677865679427798e-01,3.230718423938714039e-03,8.422021621663553989e-03,-5.191303197724837781e-03
7.073470392482619218e-01,3.250813280867475945e-03,8.438286064223064070e-03,-5.187472783355586391e-03
7.076262919285810638e-01,3.270939229685231389e-03,8.454565101688817780e-03,-5.183625872003584656e-03
7.079055446089000947e-01,3.291096296463816469e-03,8.470858738689449399e-03,-5.179762442225631196e-03
7.081847972892192367e-01,3.311284507278983418e-03,8.487166979847290960e-03,-5.175882472568304506e-03
7.084640499695382676e-01,3.331503888210296960e-03,8.503489829778280301e-03,-5.171985941567981172e-03
7.087433026498574096e-01,3.351754465341178543e-03,8.519827293092032197e-03,-5.168072827750851486e-03
7.090225553301764405e-01,3.372036264758851258e-03,8.536179374391765495e-03,-5.164143109632910768e-03
7.093018080104955825e-01,3.392349312554319030e-03,8.552546078274320465e-03,-5.160196765719998399e-03
7.095810606908146134e-01,3.412693634822378756e-03,8.568927409330165737e-03,-5.156233774507783946e-03
7.098603133711337554e-01,3.433069257661585175e-03,8.585323372143356668e-03,-5.152254114481768024e-03
7.101395660514528974e-01,3.453476207174210107e-03,8.601733971291564834e-03,-5.148257764117351691e-03
7.104188187317719283e-01,3.473914509466235513e-03,8.618159211346013843e-03,-5.144244701879775727e-03
7.106980714120910703e-01,3.494384190647342216e-03,8.634599096871527907e-03,-5.140214906224183089e-03
7.109773240924101012e-01,3.514885276830872173e-03,8.651053632426479803e-03,-5.136168355595605896e-03
7.112565767727292432e-01,3.535417794133854062e-03,8.667522822562832505e-03,-5.132105028428974973e-03
7.115358294530482741e-01,3.555981768676923054e-03,8.684006671826061119e-03,-5.128024903149136331e-03
7.118150821333674161e-01,3.576577226584327744e-03,8.700505184755213603e-03,-5.123927958170883257e-03
