step,dt
1.000000000000000000e+00,2.019595277307711240e-02
2.000000000000000000e+00,1.865883714337013277e-02
3.000000000000000000e+00,1.717692035277437745e-02
4.000000000000000000e+00,1.766768950571078606e-02
5.000000000000000000e+00,1.766768950571078953e-02
6.000000000000000000e+00,1.766768950571078606e-02
7.000000000000000000e+00,1.766768950571078606e-02
8.000000000000000000e+00,1.766768950571078606e-02
9.000000000000000000e+00,1.766768950571076871e-02
1.000000000000000000e+01,1.766768950571076871e-02
1.100000000000000000e+01,1.766768950571076871e-02
1.200000000000000000e+01,1.766768950571076871e-02
1.300000000000000000e+01,1.766768950571076871e-02
1.400000000000000000e+01,1.766768950571076871e-02
1.500000000000000000e+01,1.766768950571076871e-02
1.600000000000000000e+01,1.766768950571076871e-02
1.700000000000000000e+01,1.766768950571076871e-02
1.800000000000000000e+01,1.766768950571076871e-02
1.900000000000000000e+01,1.766768950571076871e-02
2.000000000000000000e+01,1.766768950571076871e-02
2.100000000000000000e+01,1.766768950571076871e-02
2.200000000000000000e+01,1.766768950571080340e-02
2.300000000000000000e+01,1.766768950571080340e-02
2.400000000000000000e+01,1.766768950571080340e-02
2.500000000000000000e+01,1.766768950571080340e-02
2.600000000000000000e+01,1.766768950571080340e-02
2.700000000000000000e+01,1.766768950571080340e-02
2.800000000000000000e+01,1.766768950571080340e-02
2.900000000000000000e+01,2.276052088008739815e-03
