step,dt
8.400000000000000000e+01,8.798066639507790693e-03
8.500000000000000000e+01,8.800667270658658545e-03
8.600000000000000000e+01,8.803218035732094174e-03
8.700000000000000000e+01,8.805720646393901466e-03
8.800000000000000000e+01,8.808177493972254093e-03
8.900000000000000000e+01,8.810591511179815052e-03
9.000000000000000000e+01,8.812966042824785587e-03
9.100000000000000000e+01,8.815304726792753953e-03
9.200000000000000000e+01,8.817611386198563952e-03
9.300000000000000000e+01,8.819889933249804720e-03
9.400000000000000000e+01,8.822144285038746592e-03
9.500000000000000000e+01,8.824320434971279561e-03
9.600000000000000000e+01,8.826454225319581640e-03
9.700000000000000000e+01,8.828571470009850819e-03
9.800000000000000000e+01,8.508041873923141360e-03
9.900000000000000000e+01,8.832695600357112764e-03
1.000000000000000000e+02,8.834788489162366532e-03
1.010000000000000000e+02,7.796639847350490295e-03
1.020000000000000000e+02,8.838751368398591740e-03
1.030000000000000000e+02,8.840753151589865466e-03
1.040000000000000000e+02,8.842757781972665140e-03
1.050000000000000000e+02,8.844767355205299109e-03
1.060000000000000000e+02,8.846783653694217237e-03
1.070000000000000000e+02,8.848808158776887145e-03
1.080000000000000000e+02,8.850842065673263093e-03
1.090000000000000000e+02,6.588804320951532900e-03
1.100000000000000000e+02,8.357335499828161957e-03
1.110000000000000000e+02,8.856191013595688180e-03
1.120000000000000000e+02,8.858194925430237440e-03
1.130000000000000000e+02,8.860211458555191863e-03
1.140000000000000000e+02,7.412359106225036021e-03
1.150000000000000000e+02,8.863896590307862935e-03
1.160000000000000000e+02,8.865864013367240684e-03
1.170000000000000000e+02,8.867844838506964977e-03
1.180000000000000000e+02,8.869838644320190632e-03
1.190000000000000000e+02,7.121287362980677216e-03
