z,hybrid_u0,hybrid_u1
5.096334626773473708e+00,1.106288302364729220e-01,2.151547328305686846e-01
5.116420529729991173e+00,1.037537983935905850e-01,2.160649859362526182e-01
5.136477058556812914e+00,9.690299337712321437e-02,2.167372762926368102e-01
5.156503717228874351e+00,9.006759110792991740e-02,2.171709809626095056e-01
5.176500122851593666e+00,8.323882448201594397e-02,2.173658660467779891e-01
5.196466006921844460e+00,7.640807905538651856e-02,2.173220697210675456e-01
5.216401215753397658e+00,6.956698044309189699e-02,2.170400854775856592e-01
5.236305710144351977e+00,6.270747362971298977e-02,2.165207458866192647e-01
5.256179564362461143e+00,5.582189444944288953e-02,2.157652071372519742e-01
5.276022964522097958e+00,4.890303353237750866e-02,2.147749345573878865e-01
5.295836206423928161e+00,4.194419303409974847e-02,2.135516892618850304e-01
5.315619692924722806e+00,3.493923647232888979e-02,2.120975160306336205e-01
5.335373930901329054e+00,2.788263199059867747e-02,2.104147324769913008e-01
5.355099527868807385e+00,2.076948935806506233e-02,2.085059195310617342e-01
5.374797188309189622e+00,1.359559099897245625e-02,2.063739132316456115e-01
5.394467709762938767e+00,6.357417327741181172e-03,2.040217977951151451e-01
5.414111978731876995e+00,-9.478333527544434162e-04,2.014528999084363725e-01
5.433730966438362842e+00,-8.322230149297324409e-03,1.986707841767871574e-01
5.453325724481914882e+00,-1.576709984762852262e-02,1.956792496431612460e-01
5.472897380431096970e+00,-2.328302194013811416e-02,1.924823272875524072e-01
5.492447133385075730e+00,-3.086982820815366638e-02,1.890842784063520854e-01
5.511976249535994299e+00,-3.852660666044969290e-02,1.854895937680320073e-01
5.531486057760162112e+00,-4.625170963138697938e-02,1.817029934386100443e-01
5.550977945263246838e+00,-5.404276584041901865e-02,1.777294271694216110e-01
5.570453353301277666e+00,-6.189669620958133944e-02,1.735740752401523923e-01
5.589913772996976782e+00,-6.980973322808552151e-02,1.692423496513461856e-01
5.609360741267454209e+00,-7.777744364284276679e-02,1.647398955628837924e-01
5.628795836877327652e+00,-8.579475424249650983e-02,1.600725928774079099e-01
5.648220676627937031e+00,-9.385598048962492945e-02,1.552465578708830396e-01
5.667636911691268153e+00,-1.019548577433072867e-01,1.502681447755395139e-01
5.687046224094379099e+00,-1.100845748017439396e-01,1.451439472238590100e-01
5.706450323357695531e+00,-1.182378094835765114e-01,1.398807994655056619e-01
5.725850943288318895e+00,-1.264067659572501723e-01,1.344857772723054012e-01
5.745249838927018793e+00,-1.345832135207616354e-01,1.289661984494873126e-01
5.764648783645728969e+00,-1.427585265301983541e-01,1.233296228742438716e-01
5.784049566389978025e+00,-1.509237251744553754e-01,1.175838519855469944e-01
5.803453989059284446e+00,-1.590695167963855627e-01,1.117369276516234911e-01
5.822863864016515123e+00,-1.671863374667274527e-01,1.057971303440953803e-01
5.842281011715948935e+00,-1.752643935271451514e-01,9.977297655012061506e-02
5.861707258438383583e+00,-1.832937028319987227e-01,9.367321535630002138e-02
5.881144434120669118e+00,-1.912641354350846923e-01,8.750682414050266200e-02
5.900594370266244226e+00,-1.991654534870680171e-01,8.128300331028938397e-02
5.920058897922442220e+00,-2.069873501311214337e-01,7.501117002944378276e-02
5.939539845710387844e+00,-2.147194872082885952e-01,6.870095087702958458e-02
5.959039037892853052e+00,-2.223515316091351501e-01,6.236217338696567469e-02
5.978558292465827151e+00,-2.298731901343706308e-01,5.600485641995767844e-02
5.998099419259655285e+00,-2.372742427531762954e-01,4.963919932430136545e-02
6.017664218036745005e+00,-2.445445741740509549e-01,4.327556984711896509e-02
6.037254476572958772e+00,-2.516742036676189453e-01,3.692449076389141271e-02
6.056871968711579513e+00,-2.586533131047183964e-01,3.059662520077991582e-02
6.076518452379262136e+00,-2.654722731945456937e-01,2.430276063230831299e-02
6.096195667555535991e+00,-2.721216679275759165e-01,1.805379154543667458e-02
6.115905334188118658e+00,-2.785923172448878105e-01,1.186070077086263594e-02
6.135649150048913647e+00,-2.848752979706962729e-01,5.734539490997691592e-03
6.155428788526471351e+00,-2.909619630578143545e-01,-3.135940674805654535e-04
6.175245896352954844e+00,-2.968439592154588080e-01,-6.272577344477405469e-03
6.195102091265046518e+00,-3.025132430745369749e-01,-1.213128847366126001e-02
6.214998959594957739e+00,-3.079620967159191203e-01,-1.787864160864357718e-02
6.234938053750792797e+00,-3.131831482128221711e-01,-2.350369170338638056e-02
6.254920889256538885e+00,-3.181694495517303212e-01,-2.899636715084841568e-02
6.274948938282112643e+00,-3.229149182132982632e-01,-3.435207399330238165e-02
