z,reference_u0,reference_u1
2.161415745669777524e-02,-2.003766134291430634e-02,1.911945019463051620e-01
2.173982116284136484e-02,-2.015567938536770576e-02,1.911033728339945892e-01
2.186548486898495791e-02,-2.027372293159391409e-02,1.910117895157628365e-01
2.199114857512855098e-02,-2.039179197657286710e-02,1.909197521621094906e-01
2.211681228127214058e-02,-2.050988651505864652e-02,1.908272609442282497e-01
2.224247598741573365e-02,-2.062800654157954244e-02,1.907343160340072286e-01
2.236813969355932324e-02,-2.074615205043817481e-02,1.906409176040297637e-01
2.249380339970291631e-02,-2.086432303571153848e-02,1.905470658275746632e-01
2.261946710584650938e-02,-2.098251949125114896e-02,1.904527608786171777e-01
2.274513081199009898e-02,-2.110074141068307360e-02,1.903580029318292233e-01
2.287079451813369205e-02,-2.121898878740807043e-02,1.902627921625801022e-01
2.299645822427728512e-02,-2.133726161460165055e-02,1.901671287469370308e-01
2.312212193042087471e-02,-2.145555988521417878e-02,1.900710128616658057e-01
2.324778563656446778e-02,-2.157388359197098468e-02,1.899744446842312473e-01
2.337344934270805738e-02,-2.169223272737242150e-02,1.898774243927978944e-01
2.349911304885165045e-02,-2.181060728369401194e-02,1.897799521662304478e-01
2.362477675499524352e-02,-2.192900725298649323e-02,1.896820281840945477e-01
2.375044046113883311e-02,-2.204743262707595935e-02,1.895836526266571065e-01
2.387610416728242618e-02,-2.216588339756392356e-02,1.894848256748871695e-01
2.400176787342601578e-02,-2.228435955582744668e-02,1.893855475104562480e-01
2.412743157956960885e-02,-2.240286109301923081e-02,1.892858183157389851e-01
2.425309528571320192e-02,-2.252138800006771302e-02,1.891856382738138775e-01
2.437875899185679152e-02,-2.263994026767716591e-02,1.890850075684636922e-01
2.450442269800038458e-02,-2.275851788632782258e-02,1.889839263841760764e-01
2.463008640414397418e-02,-2.287712084627595982e-02,1.888823949061443352e-01
2.475575011028756725e-02,-2.299574913755401614e-02,1.887804133202677925e-01
2.488141381643116032e-02,-2.311440274997068889e-02,1.886779818131525122e-01
2.500707752257474992e-02,-2.323308167311106606e-02,1.885751005721118256e-01
2.513274122871834299e-02,-2.335178589633669574e-02,1.884717697851670259e-01
2.525840493486193258e-02,-2.347051540878572831e-02,1.883679896410478671e-01
